AT,Tmax,Tmin,DPT,GF,SLP,SP,Evap,K,CUPE,runoff
30.84,34.61,27.13,26.84,30.49,1005.18,1003.01,-5.102,34.27,3247.97,165.57812
29.01,33.28,25.97,26.5,29.92,1003.96,1001.78,-4.5238,33.89,3499.03,192.35938
28.97,33.7,25.93,25.82,29.99,1004.01,1001.84,-5.0345,33.57,2563.18,213.60938
29.49,32.94,26.21,26.34,29.73,1004.32,1002.15,-4.9621,33.4,2335.11,232.09375
29.79,33.12,25.46,25.6,29.45,1003.89,1001.71,-4.9834,26.16,1080.52,248.29688
30.04,33.63,27.11,25.33,29.45,1003.26,1001.09,-5.661,28.67,383.67,260.53125
27.65,30.02,26.28,25.86,26.87,999.92,997.74,-3.3947,38.3,455.31,271.5
28.86,31.7,26.67,26.82,28.31,1002.95,1000.78,-3.6545,36.14,1490.48,276.39062
30.31,34.93,27.11,27.07,30.28,1004.62,1002.45,-4.8911,35.21,3258.33,274.32812
30.75,34.67,27.35,27.31,30.46,1004.61,1002.44,-4.5992,33.92,3272.42,263.10938
31.26,35,27.41,27.36,30.5,1004.87,1002.7,-5.1028,27.43,3377.54,244.625
30.99,34.8,27.48,26.44,30.19,1005.67,1003.5,-5.8102,20.46,1827.42,223.9375
30.77,34.26,26.99,26.44,29.8,1005.05,1002.88,-5.3077,23.25,2222.08,203.73438
31.01,35.68,27.35,26.44,30.52,1003.66,1001.49,-5.496,27.96,2222.55,184.45312
29.9,34.07,26.19,25.7,29.42,1001.74,999.57,-5.4454,19.99,1632.47,166.53125
28.19,31.13,26.5,25.71,27.49,1000.69,998.51,-3.5645,35.13,969.23,152.6875
28.54,30.77,27.07,25.74,26.83,999.28,997.12,-2.9031,36.23,299.4,144.20312
30.13,33.44,27.04,26.4,29.21,1003.33,1001.15,-5.0993,33.01,801.28,140.9375
29.85,33.78,26.75,26.23,29.07,1003.5,1001.33,-4.4039,31.76,980.01,141.60938
28.51,32.76,26.23,25.67,27.57,1001.44,999.26,-5.7802,35.75,456.72,142.40625
26.73,27.63,25.79,25.7,25.66,995.77,993.61,-3.3084,40.23,350.99,284.64062
29.09,31.83,26.99,25.98,28.42,1000.45,998.28,-4.5455,38.35,866.23,1096.9844
28.59,32.44,26.22,26.35,28.13,1001.13,998.96,-4.5384,37.66,780.3,1357.4375
27.58,30.37,25.31,24.77,27.49,1001.72,999.54,-4.1527,30.61,17.62,1097.8281
27.46,29.72,25.96,23.97,26.54,1002.99,1000.81,-3.6096,30.35,20.04,839.2656
26.31,28.52,24.77,23.37,25.27,1003.2,1001.01,-2.8246,33.86,74.41,656.2344
25.91,29.75,21.11,20.16,24.22,1003.64,1001.46,-6.0582,14.7,0,529.875
26.41,30.51,23.49,20.89,25.16,1006.05,1003.85,-5.4669,12.98,2.75,440.07812
25.34,27.61,23.84,22.11,24.52,1007.43,1005.23,-3.2471,32.78,37.31,374.3125
26.94,29.77,24.93,24.28,26.32,1005.98,1003.79,-2.8242,36.03,39.52,320.39062
28.78,31.77,26.5,25.68,28.03,1005.77,1003.59,-3.8169,33.89,652.07,282.51562
29.49,32.65,26.17,25.37,28.46,1005.33,1003.15,-4.5037,29.93,729.81,255.0625
29.82,33.56,26.51,25.47,28.81,1004.81,1002.64,-5.0062,31.94,1122.9,231.26562
30,33.74,26.6,25.6,28.79,1005.94,1003.76,-4.7588,36.56,731.11,209.28125
27.76,32.16,25.48,25.35,27.69,1008.22,1006.03,-3.5738,38.09,1054.16,190.76562
26.31,28.83,24.36,24.29,25.88,1007.81,1005.62,-2.3013,36.36,239.76,177.71875
28.36,31.7,26.1,25.58,28.05,1004.28,1002.1,-3.3859,37.26,236.51,171.15625
28.77,33.09,24.8,25.27,27.66,1001.71,999.53,-4.0538,19.77,623.08,167.9375
27,31.78,22.41,20.29,24.66,1004.99,1002.8,-5.5974,-10.52,0.28,162.42188
26.78,31.49,23.3,20.82,25.9,1005.97,1003.78,-4.9635,3.74,2.35,153.15625
24.17,26.56,22.73,21.13,23.68,1006.6,1004.4,-1.7716,20.27,0.76,142.51562
22.02,26.22,17.59,18.38,20.56,1012.36,1010.14,-2.6492,3.01,9.44,131.65625
22.26,27.47,17.13,16.06,21.39,1015.79,1013.57,-4.588,3.08,12.92,120.765625
23.23,27.97,19.4,16.5,22.49,1018.51,1016.28,-4.6223,-12.72,6.68,110.171875
22.93,26.05,20.61,16.54,21.84,1017.77,1015.54,-3.6647,-11.73,0,100.4375
24.36,28.06,21.42,18.97,23.94,1014.96,1012.74,-3.8069,14.66,10.81,91.6875
24.4,27.6,22.09,20.44,24.06,1013.7,1011.48,-3.3755,26.97,3.35,84.234375
23.95,26.23,22.09,21.29,23.11,1014.09,1011.88,-2.8649,32.6,2.69,78.234375
25.92,29.67,23.33,22.46,26.12,1013.63,1011.42,-2.9447,32.13,18.04,73.46875
26.53,30.01,24.09,23.44,26.25,1013.85,1011.64,-3.0193,30.83,32.82,69.796875
25.15,28.62,22.95,23.22,25.22,1014.42,1012.2,-3.2388,36.09,91.66,67.15625
23.58,24.8,22.64,22.59,23.57,1016.35,1014.12,-1.2355,38.45,135.51,65.609375
26.12,28.77,24.35,24.27,25.64,1014.02,1011.81,-1.6357,37.12,578.61,64.75
27.12,32.04,24.29,24.89,26.85,1009.82,1007.63,-2.3527,37.33,1099.46,65.5
23.8,26.69,21.42,22.33,24.63,1010.18,1007.97,-2.5251,35.58,107.19,68.28125
22.29,24.96,20.22,21.07,21.89,1014.34,1012.12,-1.6134,14.56,2.52,73.671875
23.21,27.55,18.86,20.1,23.03,1016.21,1013.99,-2.8526,2.34,124.88,81.90625
22.5,28.09,18.75,16.15,21.48,1017.35,1015.13,-3.9791,15.08,0.1,89.484375
22.72,27.81,18.13,16.53,21.96,1017.91,1015.68,-4.5174,7.48,12.27,92.28125
21.36,24.7,18.17,15.09,21.09,1017.4,1015.17,-3.8099,6.98,6.2,89.78125
20.47,24.7,15.98,14.71,19.71,1017.7,1015.46,-3.7591,10.75,0.13,84.1875
21.81,26.24,18.26,17.19,21.19,1016.24,1014.01,-3.2364,16.1,10.77,77.6875
21.54,25.23,16.8,18.21,20.43,1015.02,1012.8,-2.0115,4.68,43.14,71.921875
20.87,27.22,15.98,15.64,19.98,1012.91,1010.69,-3.6018,-9.25,15.59,66.953125
20.5,27.45,14.46,13.21,19.5,1014.4,1012.18,-3.8892,-2.08,5.02,62.6875
18.32,24.26,12.19,10.5,17.3,1018.77,1016.53,-3.8945,-5.1,0,59.234375
19.12,25.51,13.36,11.27,17.93,1020.02,1017.78,-3.3105,-3.63,0,56.59375
19.52,25.91,13.09,11.81,18.64,1021.42,1019.18,-3.571,-9.21,0,54.59375
19.86,25.63,15.23,12.98,19.11,1019.77,1017.53,-3.5194,-18.35,0,53.078125
19.43,24.78,14.65,12.64,18.46,1015.18,1012.95,-3.403,-38.38,0,51.875
18.53,25.66,12.5,11.74,17.34,1017.93,1015.69,-3.2054,-18.11,0,50.945312
20.81,25.69,17.24,15.68,20.69,1018.76,1016.52,-2.5779,-3,1.47,50.179688
20.66,24.4,17.67,16.05,20.52,1016.86,1014.62,-2.2225,12.38,28.19,49.578125
18.47,25.05,12.41,12.77,18.69,1018.52,1016.27,-2.3538,13.38,104.4,49.226562
13.69,19.35,7.73,4.23,13.86,1024.46,1022.18,-3.2479,-17.08,0,48.90625
14.47,20.63,8.97,6.64,14.26,1026.95,1024.67,-2.8006,-7.83,0,48.53125
14.81,20.41,10.88,6.41,14.96,1025.41,1023.13,-2.7552,-11.42,0.04,48.09375
17.25,21.64,14.79,9.35,17.2,1022.13,1019.87,-2.5745,4.83,0.01,47.46875
17.13,19.4,14.88,12.74,16.82,1020.78,1018.53,-0.9633,22.55,10.19,47.101562
16.67,20.01,13.44,12.7,15.99,1019.62,1017.37,-1.3735,17.52,2.67,47.085938
15.8,20.14,11.99,12.62,15.92,1018.74,1016.49,-1.8267,18.44,4.52,47.117188
16.56,22.35,11.99,10.7,17.18,1019.69,1017.43,-2.1201,7.08,6.22,47.109375
14.43,19.54,9.67,6.36,14.66,1024.74,1022.46,-2.5094,-12.22,0,46.882812
15.18,18.84,13.14,8.67,15.66,1025.81,1023.53,-2.0385,11.13,0,46.4375
16.72,19.81,14.15,11.44,16.79,1023.49,1021.22,-0.9862,22.61,10.66,46.007812
17.35,20.91,15.34,13.71,17.15,1020.06,1017.8,-1.4229,27.11,9.14,45.820312
15.17,18.43,12.7,13.21,14.21,1019.87,1017.61,-0.8198,18.45,0.77,46.078125
16.7,23.06,12.41,12.71,16.26,1020.49,1018.24,-1.8924,-9.84,0.37,46.265625
18.2,23.77,15.13,13.03,17.68,1018.86,1016.62,-2.2115,10.41,0,46.046875
17.25,18.99,15.95,16.07,16.97,1016.37,1014.12,-0.6644,28.24,0.65,45.914062
14.09,21.48,6.82,5.85,13,1021.44,1019.18,-2.7221,-18.63,0.34,45.46875
13.42,20.6,7.79,3.61,13.1,1021.63,1019.37,-2.3629,-10.96,0,44.789062
16.06,24.6,9.37,4.58,14.72,1015.47,1013.23,-2.729,-6.3,0,43.992188
15.69,23.67,9.86,7.57,14.41,1018.77,1016.51,-2.1085,-2.32,0,43.226562
15.86,22.26,10.97,9.77,15.59,1022.94,1020.67,-1.789,-2.98,0,42.5
14.11,20.39,8.54,7.14,13.86,1026.17,1023.88,-1.9175,-10.12,0,41.8125
13.1,19.25,7.5,6.21,12.96,1027.58,1025.29,-1.8627,-6.57,0,41.25
14.24,19.18,10.41,8.07,13.73,1025.09,1022.81,-1.7331,-11.17,0,40.726562
16.99,20.54,13.01,12.89,16.91,1021.42,1019.15,-1.0787,12.13,1.3,40.21875
18.88,22.74,16.21,14.43,17.99,1020.4,1018.14,-1.3254,24.18,5.85,39.695312
15.57,17.95,13.52,13.49,15.49,1022.27,1020,-1.4843,32.4,7.43,40.460938
13.2,14.08,11.58,12.51,13.4,1023.64,1021.35,-1.3496,30,14.12,44.539062
11.59,12.66,8.49,11.08,12.05,1021.72,1019.42,-0.924,25.21,1.74,52.28125
8.52,10.92,5.45,6.3,8.6,1021.26,1018.95,-1.2226,-9.41,2.61,63.773438
11.24,17.8,6.68,7.3,10.64,1022.94,1020.65,-1.6999,-22.74,0,77.13281
14.16,17.71,9.97,10.2,13.57,1021.86,1019.58,-1.7475,5.85,3.59,86.58594
13.25,15.95,11.82,11.43,13.32,1021.7,1019.4,-1.0892,8.18,12.72,89.03125
11.46,16.05,7.44,9.96,11.03,1022.02,1019.73,-0.7757,-11.84,28.28,86.546875
12.08,16.21,9.36,7.69,12.07,1021.76,1019.47,-1.4378,-6.03,2.97,81.44531
14.17,17.49,10.79,9.03,13.59,1021.77,1019.48,-1.9555,17.13,1.11,74.9375
12.64,13.85,11.75,11,12.24,1022.19,1019.9,-0.946,23.96,8.67,68.64844
10.89,13.85,8.18,7.6,11.1,1025.6,1023.28,-1.3622,11.93,3.21,63.257812
10.3,13.1,8.4,7.19,11.02,1024.11,1021.79,-1.6649,16.91,2.85,59.015625
8.29,9.59,5.73,7.31,7.46,1024.39,1022.06,-0.8379,14.2,0.76,56.46875
8.62,12.31,5.99,5.72,8.77,1025.26,1022.94,-1.362,-25.76,0.04,55.515625
12.47,16.03,7.93,9.37,12.6,1021.26,1018.97,-1.4375,6.16,4.18,56.03125
10.43,13.9,5.68,8.25,10.2,1025.54,1023.22,-0.9777,-6.08,7.94,57.4375
8.75,13.91,4.97,4.08,8.99,1028.11,1025.78,-1.4593,-27.45,2.02,58.039062
10.25,16.05,6.31,5.4,8.68,1022.86,1020.56,-1.5571,-12.46,0,56.9375
10.81,17.45,5.88,7.35,10.32,1024.17,1021.88,-1.1661,-5.2,0,54.632812
10.5,17.33,5.8,7.94,10.43,1022.37,1020.08,-1.092,0.42,0.06,51.828125
10.47,17.13,5.98,8.75,9.65,1023.54,1021.25,-0.8434,-23.9,0.39,49.101562
9.62,17.1,5.48,7.67,9.27,1023.35,1021.06,-0.7834,-15.65,0.29,46.8125
9.45,15.34,6.12,7.94,8.93,1023.42,1021.12,-0.8289,5.1,0.09,44.976562
11.3,16.75,7.46,9.15,11.69,1025.52,1023.23,-0.9914,11.03,0.04,43.515625
12.04,15.41,9.7,10.49,11.71,1023.2,1020.9,-0.7898,11.84,0.03,42.398438
13.37,16.29,10.96,11.67,12.4,1020.04,1017.76,-0.7896,21.77,0.71,41.484375
14.21,16.22,13.03,13.41,14.49,1016.11,1013.85,-0.6876,29.89,2.46,40.789062
13.15,15.53,8.73,12.21,13.64,1018.12,1015.84,-1.0612,28.67,11.04,41.132812
8.26,8.91,7.55,4.21,8.25,1027.32,1024.97,-1.2628,12.87,2.56,42.9375
7.93,10.19,6.34,5.49,8.49,1023.68,1021.34,-1.3962,15.66,4.2,47.945312
5.45,7.65,1.92,1.89,5.4,1031.1,1028.73,-1.4304,-3.57,1.37,57.429688
0.89,2.09,-0.99,-5.98,1.57,1037.72,1035.28,-1.1735,-20.04,0.21,71.0625
0.34,1.64,-1.24,-9.42,1.27,1038.33,1035.88,-1.4117,-20.34,0.04,85.38281
2.34,3.53,-1.03,-0.94,2.49,1033.6,1031.18,-0.9697,5.19,4.99,94.03125
5.27,6.67,2.79,4.64,5.18,1029.56,1027.19,-0.6169,13.97,9.77,96.890625
2,4.33,-0.95,-0.09,1.75,1034.16,1031.74,-0.6539,-25.32,0.27,98.765625
0.17,4.81,-2.75,-3.25,-0.13,1034.88,1032.46,-0.9441,-55.01,0,105.375
0.92,6.17,-2.03,-4.4,0.79,1035.74,1033.33,-1.0453,-47.53,0,114.5
4.02,7.1,-0.5,0.12,3.33,1034.81,1032.42,-0.9463,-17.95,0,117.859375
4.87,6.51,1.65,2.98,4.98,1028.09,1025.72,-0.3047,8,0.03,114.21875
4.99,9.99,1.8,0.51,3.87,1025,1022.65,-1.0643,-23.14,0,106.84375
5.34,13.18,0.44,-0.52,3.57,1024.96,1022.63,-1.0839,-20.49,0,98.65625
8.12,16.04,2.33,3.41,6.46,1021.54,1019.24,-0.9968,-13.74,0,90.609375
9.44,11.7,6.47,6.42,8.1,1019.91,1017.6,-0.3184,8.21,0.28,83.109375
9.09,13.27,4.67,7.29,8.52,1020.99,1018.68,-0.6943,-6.48,3.71,76.625
10.9,13.06,7.64,8.99,10.48,1022.05,1019.74,-0.6391,14.48,3.46,72.234375
8.2,9.94,3.66,7.64,7.37,1025.58,1023.24,-0.3348,16.36,1.55,70.75
5.78,10.67,2.58,0.84,4.77,1030.56,1028.19,-1.3317,-13.45,0,71.453125
7.88,10.72,3.27,3,7.42,1024.58,1022.24,-1.191,4.6,4.85,74.140625
7.92,9.24,6.51,6.78,7.28,1021.36,1019.02,-0.6436,16.34,16.34,78.828125
4.92,7.07,2.58,3.61,4.64,1026.85,1024.48,-1.1756,9.62,8.71,85.265625
1.69,4.64,-2.51,-3.52,2.02,1035.17,1032.75,-1.1793,-9.93,0.08,94.265625
-3.11,-0.46,-5.11,-12.67,-2.59,1041.44,1038.96,-1.3162,-43.65,0,105.1875
-1.7,0.64,-4.34,-11.5,-1.29,1041.7,1039.23,-1.1185,-36.8,0,112.796875
-1.54,0.34,-3.82,-6.75,-1.28,1041.25,1038.79,-0.5864,-12.07,0.07,113.25
1.33,3.46,-2.71,-3.95,1.47,1039.9,1037.46,-0.7847,-20.41,1.24,107.84375
0.34,4.65,-2.33,-4.94,0.02,1038.82,1036.38,-0.9299,-32.53,0,99.75
1.77,4.6,-1.35,-3.87,1.39,1035.88,1033.46,-0.977,-7.83,0.12,91.078125
4.99,6.11,2.28,1.14,4.97,1031.92,1029.53,-0.6219,2.35,1.85,82.890625
4.43,5.14,3.44,4.03,4.15,1028.99,1026.6,-0.3407,11.61,3.33,76.625
2.64,3.36,2.02,2.09,2.62,1030.31,1027.9,-0.443,-0.16,1.49,73.90625
3.85,4.5,2.04,2.4,4.28,1030.24,1027.85,-0.5185,-28.56,6.59,74.8125
4.75,6.05,3.72,3.32,4.27,1029.88,1027.5,-0.5679,3.5,2.68,77.09375
3.5,6.35,0.92,-2.54,3.48,1034.35,1031.95,-0.8648,-11.74,0.09,77.9375
1.08,1.49,0.69,0.62,1.63,1030.82,1028.41,-0.4166,6.06,2.61,77.65625
3.29,3.92,1.19,2.29,3.63,1027.08,1024.69,-0.3493,13.91,6.02,77.5
3.68,4.18,3.06,3.3,3.55,1024.63,1022.25,-0.2813,8.58,4.15,78.21875
2.27,4.95,-1.33,0.56,2.44,1027.25,1024.87,-0.5501,-28.36,0.86,81.859375
2.14,6.7,-0.46,0.15,2.57,1027.75,1025.37,-0.7817,-12.32,0.04,89.5
4.96,7.28,0.6,2.66,4.89,1026.48,1024.11,-0.8209,2.28,1.23,97.34375
2.14,5.62,-2.98,-2.15,1.76,1032.34,1029.93,-0.7493,-7.47,0.92,100.296875
0.51,3.86,-2.63,-3.96,-0.23,1030.33,1027.92,-0.9111,-21.73,0,98.203125
2.47,8.53,-1.88,-3.81,0.92,1028.95,1026.58,-1.0046,-33.02,0,93.09375
5.9,11.2,-0.58,0.37,4.46,1023.55,1021.2,-1.1427,-17.8,0.32,86.40625
5.62,8.9,1.42,2.12,4.88,1024.9,1022.54,-0.6247,3.64,4.09,79.28125
2.5,7.71,-1.75,-3.88,1.69,1031.73,1029.34,-1.2567,-23.59,0,72.28125
2.95,8.67,-0.55,-4.35,2.3,1027.07,1024.7,-1.2638,-14.63,0,65.84375
3.93,11.15,-0.41,-4.01,2.6,1024,1021.66,-1.344,-41.35,0,60.1875
5.76,14.72,-0.54,-1.74,4.05,1024.62,1022.29,-1.2144,-26.07,0,55.59375
6.51,14.2,0.11,-0.23,5.32,1024.43,1022.1,-1.3319,-34.09,0.24,51.96875
3.97,9.54,-2.28,-2.21,3.1,1032.65,1030.25,-0.8048,-17.93,1.53,49.25
1.34,6.1,-2.17,-4.69,1.25,1034.2,1031.79,-1.0787,-52.47,0,47.3125
5.62,9.56,-0.93,-1.11,5.11,1026.7,1024.34,-1.1902,-8.02,12.4,45.75
5.14,6.95,3.15,1.56,4.55,1027.63,1025.26,-0.7327,10.13,24.01,44.6875
6.41,7.94,3.36,3.28,6.61,1025.7,1023.34,-0.7153,14.78,9.61,44
4.15,6.15,0.73,3.74,4.29,1022.73,1020.36,-0.444,16.96,5.53,46
0.79,2.98,-1.68,-1.21,0.75,1031.71,1029.29,-0.8371,-22.32,1.91,55.875
2.34,5.36,0.37,-0.23,2.74,1024.65,1022.27,-1.0203,-32.44,0.31,83.34375
6.4,7.96,3.02,4.41,7.28,1014.55,1012.24,-0.4242,23.38,35.9,122.28125
2.99,7.03,-1.65,2.02,1.72,1025.1,1022.74,-0.5077,-5.03,8.48,146.09375
5.39,10.8,-0.13,0.41,4.81,1024.06,1021.71,-1.4651,-11.15,0,150
6.85,12.46,2.23,4.07,6.01,1016.49,1014.18,-0.9045,-2.24,0.01,143.5
10.74,16.31,3.82,8.52,10.78,1015.29,1013,-1.1891,15.71,11.93,132.875
1.94,5.15,-0.95,-2.78,2.11,1028.3,1025.89,-1.192,0.82,2.26,122.03125
0.09,1.47,-0.88,-2.04,0.56,1028.42,1026,-0.7251,-0.47,1.83,114.84375
0.18,1.07,-1.64,-3.29,0.6,1033.03,1030.6,-1.0599,-10.52,0.57,112.0625
-0.6,1.23,-2.81,-2.56,-1.15,1034.45,1032.02,-0.4772,-13.13,0.1,110.46875
1.49,4.53,-1.31,-1.75,1.56,1033.24,1030.82,-1.0059,-24.74,0.01,106.46875
2.15,3.67,0.72,1.54,2.32,1031.32,1028.91,-0.4069,8.99,0.64,101.4375
4.26,6.86,2.33,2.67,3.95,1030.95,1028.56,-0.7723,4.34,0.45,100.15625
4.25,5.27,2.41,3.34,3.94,1028.28,1025.9,-0.564,6.83,0.41,110.8125
4.47,6.59,2.06,2.89,3.74,1028.22,1025.84,-0.6656,-0.81,0.76,138.9375
2.89,4.92,1.55,-3.74,3.41,1030.35,1027.94,-1.4482,-23.22,0.03,168.84375
3.95,5.71,1.82,-3.5,4.86,1027.43,1025.05,-1.6904,-6.98,0.04,181.59375
2.78,3.45,2.02,2.34,2.55,1020.61,1018.24,-0.4964,15.77,4.02,182
3.75,4.69,2.65,0.48,4.76,1024.73,1022.35,-0.9773,6.2,5.43,184.3125
4.37,5.08,2.99,2.2,3.94,1028.35,1025.96,-1.026,9.71,3.37,195.8125
4.29,6.79,1.46,1.99,3.95,1026.72,1024.33,-0.6314,3.1,2.39,206.9375
2.96,5.31,0.16,1.15,2.28,1026.87,1024.49,-0.71,-0.46,0.92,214.4375
4.64,9.19,-1.52,0.26,3.73,1025.74,1023.39,-1.2251,-20.49,0,224.34375
6.11,12.72,1.11,-0.15,5.72,1023.24,1020.92,-1.8438,-36.04,0,227.53125
7.69,13.89,2.39,1.03,7.31,1024.07,1021.74,-1.986,-27.91,0,217.75
6.86,10.22,3.98,3.29,6.94,1022.71,1020.36,-1.6619,4.08,0.44,201.25
6.51,7.95,5.09,5.03,5.54,1021.85,1019.5,-0.8474,8.43,3.85,185.53125
7.88,10.21,5.29,4.41,8.11,1022.63,1020.3,-0.9655,3.62,5.47,176.03125
8.04,10.51,5.88,2.77,7.31,1021.51,1019.17,-1.7386,13.38,4.01,170.78125
6.71,7.67,5.93,3.48,5.8,1017.53,1015.19,-0.7977,15.5,1.11,164.875
6.4,8.47,2.32,2.54,5.85,1016.83,1014.49,-0.8594,6.95,3.75,158.5
10.03,14.63,4.05,3.7,10.25,1018.5,1016.19,-2.1623,-24.32,0,151.8125
9.21,10.58,5.9,7.47,7.48,1017.72,1015.4,-0.7962,12.49,2.52,143.875
9.71,16.27,3.85,2.87,8.94,1023.27,1020.94,-2.2987,-28.6,0.06,134.96875
6.74,11.87,1.93,-1.55,6.51,1026.97,1024.61,-2.545,-45.46,0,128.28125
9.17,12.11,4.34,2.88,9.49,1021.55,1019.22,-2.0833,-18.7,0.06,123.375
10.03,14.28,6.6,6.15,9.99,1016.7,1014.4,-1.7779,11.86,0.19,117.28125
10.57,15.41,7.13,6.08,9.67,1016.77,1014.48,-2.1064,-0.76,0.73,109.28125
11.63,18.12,6.03,2.87,9.85,1015.97,1013.69,-3.1231,-11.27,0,100
11.57,19.42,4.3,2.32,9.75,1020.01,1017.71,-3.2561,-6.15,0,90.78125
12.15,17.05,7.15,3.86,11.44,1024.19,1021.89,-2.3307,3.42,0,82.15625
13.03,18.96,9.27,6.16,11.73,1022.96,1020.68,-2.732,6.21,0.59,74.3125
12.51,19.92,5.44,1,10.63,1023.96,1021.67,-3.3608,-11.29,0,67.40625
13.63,21.69,6.84,3.79,11,1021.53,1019.26,-2.8253,-26.81,0,61.34375
16.11,21.86,11.14,7.34,15.03,1020.98,1018.7,-2.7631,-1.44,0.03,56.1875
12.18,16.46,8.01,8.98,11.47,1017.23,1014.95,-1.1738,11.36,6.09,52.5
17.04,21.47,10.27,10.72,16.52,1010.4,1008.16,-2.792,4.96,167.76,49.53125
17.68,22.42,11.67,15.69,15.27,1006.18,1003.96,-1.4829,20.52,45.17,47.78125
11.77,17.26,7.75,5.81,11.73,1019.66,1017.36,-2.3209,10.21,1.5,47.28125
9.03,12.17,4.47,0.83,9.83,1025.59,1023.25,-2.9717,-12.42,0,47.75
10.1,15.5,5,3.02,9.92,1026.36,1024.04,-2.5234,-24.38,0,49.1875
12.78,16.25,8.59,4.12,12.66,1019.49,1017.2,-2.5848,-7.99,0,50.375
13.9,18.45,9,7.17,13,1018.49,1016.21,-2.9246,-2.56,0,50.3125
16.07,22.22,10.26,8.27,14.66,1017.8,1015.54,-2.8921,-17.72,0,49.15625
15.87,19.34,12.59,12.39,15.64,1013.02,1010.78,-1.6444,22.79,0.41,47.6875
13.92,18.26,8.97,10.43,14.07,1013.29,1011.02,-2.2745,9.07,0.08,46.3125
14.89,18.95,10.81,11.2,14.69,1014.44,1012.18,-2.3249,14.6,1.96,45.0625
12.78,16.85,8.42,1.44,12.84,1023.01,1020.71,-3.5027,-13.18,0.83,43.84375
11.23,16.12,6.01,0.51,11.36,1026,1023.69,-3.4501,-18.4,0,42.84375
14.2,20.47,9.98,2.68,13.31,1022.84,1020.56,-3.4368,-15.41,0,42.09375
14.27,18.12,10.85,7.76,13.45,1021.96,1019.69,-1.7304,-3.17,0,41.9375
14.76,20.1,10.48,8.6,14.79,1023.33,1021.05,-2.8553,-17.9,0,42.09375
14.53,18.06,11.31,10.27,14.15,1016.49,1014.22,-1.5827,6.07,0,42.59375
18.26,24.44,13.17,11.14,17.55,1012.2,1009.97,-3.1741,-0.82,0,42.90625
20.82,27.28,15.05,12.62,19.32,1008.49,1006.28,-3.4105,10.71,60.54,42.65625
20.99,27.72,14.48,14.81,20.76,1009.65,1007.43,-3.3518,21.7,293.44,42.34375
21.56,29.6,15.65,15.18,21.84,1007.68,1005.46,-3.4765,16.19,84.74,41.8125
11.98,19.85,8.56,9.87,11.81,1011.62,1009.33,-2.0528,14.22,81.97,42.65625
10.49,11.77,9.35,6.95,12.35,1018.15,1015.84,-2.2301,-1.78,1.32,45.28125
12.04,15.78,7.49,7.33,13.28,1017.87,1015.59,-2.7478,5.7,1.26,49.8125
14.92,19.44,10.99,8.44,15.3,1018.2,1015.92,-3.3939,-10.03,0.01,55.5625
16.96,22.53,13.11,11.06,16.11,1016.33,1014.08,-3.1248,10.82,0.05,59.96875
15.46,20.91,8.05,8.58,14.61,1021.05,1018.78,-3.1698,-22.05,0.02,61.65625
16.48,21.49,11.75,4.3,15.92,1016.94,1014.68,-3.8208,-27.76,0,60.75
16.52,22.67,10.74,11.74,15.81,1011.88,1009.64,-2.303,17.6,8.89,58.75
20.64,27.06,14.8,13.3,19.54,1008.78,1006.56,-3.7309,-11.4,0,56.1875
22.94,30.86,15.43,14.34,21.69,1009.02,1006.81,-3.7601,-0.07,0.04,53.5
18.82,23.65,15.79,14.41,20.02,1011.73,1009.49,-2.906,-6.21,2.28,51.09375
20.21,24.04,17.01,17.91,19.85,1008.7,1006.48,-1.5814,11.15,5.38,49.4375
18.69,21.64,16.52,17.55,18.78,1010.38,1008.15,-1.5896,30.5,11.48,48.75
17.75,18.4,16.68,17.35,18.09,1009.92,1007.69,-0.8621,34.36,53.58,49.09375
20.8,23.15,18.77,18.85,20.31,1008.03,1005.82,-1.7448,26.99,18.53,50.25
20,23.41,16.94,18.06,20.47,1008.13,1005.91,-1.7583,19.3,12.08,52.09375
16.07,23.15,10.64,12.94,17.76,1012.65,1010.39,-2.9984,17.55,13.45,53.96875
10.62,12.93,7.72,6.7,10.52,1020.64,1018.33,-1.7337,-10.95,119.99,55.40625
15.48,19.31,12.85,9,16.31,1016.52,1014.26,-3.9671,22.32,12.25,55.3125
14.72,16.52,13.17,12.82,15.59,1014.8,1012.54,-1.424,29.35,9.3,55.4375
14.17,15.04,13.42,13.67,13.91,1012.35,1010.09,-0.689,22.26,9.35,57.3125
16.18,19.24,13.67,13.64,16.52,1012.08,1009.83,-2.2323,9.99,0.51,61.125
18.26,24.04,12.94,10.98,15.83,1015.23,1012.99,-4.7096,-13.24,0,66.59375
18.25,25.42,10.15,9.07,16.86,1017.51,1015.28,-4.3814,-20.02,0,71
20.95,26.61,15.68,6.59,19.13,1017.77,1015.53,-5.6829,-21.5,0,71.71875
22,28.21,15.73,8.26,19.89,1014.49,1012.26,-5.518,14.63,0.28,69.125
20.73,26.84,14.4,11.45,19.82,1016.01,1013.77,-4.3121,14.79,0.14,65.34375
15.52,19.79,10.86,5.1,15.13,1021.04,1018.77,-4.1839,-17.42,0,61.53125
17.08,20.53,13.87,4.5,17.05,1017.41,1015.16,-3.8317,-23.27,0,58.125
17.5,21.38,13.25,8.65,17.03,1011.18,1008.96,-2.7827,7.96,0.31,55.34375
20.8,25.95,15.68,11.65,20.63,1010.44,1008.22,-3.4105,16.37,1.05,53
