AT,Tmax,Tmin,DPT,GF,SLP,SP,Evap,K,CUPE,runoff
16.66,19.09,14.91,14.32,15.75,1024.76,1022.49,-1.845,16.19,6.19,284.28125
16.15,17.98,14.49,12.35,15.64,1023.63,1021.36,-1.0396,10.04,0.62,279.58594
14.78,17.1,13.04,12.8,14.29,1021.73,1019.45,-0.7639,11.99,0.01,281.7578
15.65,18.85,13.41,12.28,15.78,1019.9,1017.64,-1.7676,2.68,7.05,279.1953
15.59,21.28,10.68,12.15,15.41,1019.66,1017.4,-1.819,-8.03,10.03,265.34375
15.77,21.45,11.24,11.65,15.11,1018.81,1016.56,-2.2668,-18.81,1.3,245.875
16.28,21.89,12.48,11.6,15.64,1018.25,1015.99,-2.2063,-1.48,0,224.92969
13.08,18.14,9.16,9,12.38,1024.04,1021.76,-2.0401,-7.65,0,204.58594
13.33,19.7,8.68,8.08,12.72,1026.12,1023.84,-2.3918,-35.45,0,185.57812
16.01,20.38,12.5,11.01,15.55,1023.32,1021.05,-2.2529,-26.61,0,167.95312
16.23,21.24,12.35,12.99,16.1,1019.32,1017.06,-1.2632,14.23,6.44,152.08594
15.72,21.77,10.52,11.83,15.15,1019.32,1017.06,-1.7498,-6.25,4.64,137.96094
15.93,21.65,12.13,11.12,15.04,1022.38,1020.12,-2.2031,-25.12,0,125.125
12.65,17.8,7.18,6.47,12.31,1030.32,1028.01,-2.5367,-26.34,0.02,113.30469
10.07,15.7,5.55,3.03,9.66,1029.32,1027.01,-2.1876,-52.53,0,102.61719
12.65,18.86,8.07,7.27,11.49,1023.25,1020.97,-1.976,-30.99,0,93.046875
15.53,21.89,11.58,9.63,13.47,1019.01,1016.76,-1.8032,-12.68,0,84.59375
15.94,23.17,11.49,10.41,14.47,1018.22,1015.98,-1.744,6.93,0.22,77.375
13.86,19.89,8.56,7.73,13.63,1029.03,1026.72,-1.9092,-6.95,12.14,71.46094
9.72,14.74,5.59,3.27,9.39,1031.84,1029.51,-2.0624,-49.94,0,66.875
11.98,16.93,8.19,5.99,11.3,1025.17,1022.87,-1.8002,-51.3,0,63.445312
14.45,20.77,10.71,9.72,13.18,1020.42,1018.16,-1.561,-33.72,0,60.90625
15.39,21.3,11.36,11.11,14.71,1021.05,1018.8,-1.5373,-3.22,0,59.125
15.11,22.68,9.01,7.43,14.05,1023.46,1021.19,-2.1193,-20.38,0,57.757812
15.4,22.24,9.59,8.56,13.86,1019.14,1016.87,-1.9317,-12.85,0,56.609375
13.63,19,8.29,6.13,13.22,1022.63,1020.34,-1.5858,7.55,0.07,55.726562
12.09,15.64,9.79,5.07,12.17,1022.94,1020.63,-1.6557,2.87,0.41,54.96875
14.87,17.06,11.62,9.04,15.28,1018.63,1016.36,-1.5334,18.62,7.42,54.242188
14.1,18.41,10.75,10.53,13.84,1018.3,1016.03,-0.9384,17.29,0.08,53.804688
13.46,17.37,10.24,10.03,12.91,1021.2,1018.92,-0.8796,3.25,1.04,53.648438
13.59,18.28,11.27,8.97,13.51,1021.19,1018.92,-1.3106,-1.11,0.01,53.476562
14.7,16.43,12.13,12.54,14.82,1017.47,1015.2,-0.8104,26.09,0.61,53.1875
12.28,15.38,7.07,10.61,12,1019.11,1016.82,-1.5204,21.44,5.95,53.421875
5.15,8.55,1.79,-0.23,5.62,1030.47,1028.1,-1.7774,-35.97,0,54.632812
6.98,8.89,3.93,0.08,7.43,1029.1,1026.74,-1.2072,-13.74,0.15,57.351562
6.47,10.54,3.38,2.29,6.45,1028.82,1026.47,-1.1364,-10.86,0,60.9375
8.77,11.28,5.63,4.76,8.68,1023.8,1021.48,-1.0598,-2.99,0,63.09375
9.4,14.61,3.46,2.13,8.3,1025.58,1023.26,-1.5008,-21.61,0,62.65625
6.81,14.27,1.29,-3.31,5.76,1026.84,1024.52,-1.7041,-22.93,0,60.414062
8.57,14.36,4.08,-0.76,8.08,1027.14,1024.82,-1.4155,-20.23,0,57.742188
11.1,18.12,5.68,1.52,9.52,1024.16,1021.87,-1.5821,-20.4,0,55.28125
10,16.53,4.64,3.43,9.13,1026.71,1024.38,-1.3498,-20.52,0,53.351562
12.05,16.5,6.63,7.77,10.98,1020.6,1018.31,-0.9846,-0.69,0.21,51.9375
13.31,16.87,9.63,7.84,12.13,1023.29,1021,-0.8085,17.62,1.58,50.875
9.13,12.3,6.02,4.12,9.35,1028.21,1025.87,-1.2407,14.47,1.43,50.0625
5.43,9.11,1.56,1.37,5.62,1031.49,1029.12,-0.977,-10.45,0.32,49.515625
5.22,9.66,2.47,0.06,5.39,1030.5,1028.14,-1.1331,-9.63,0,49.140625
6.64,12.26,2.47,3.3,6.21,1024.99,1022.66,-0.8476,-6.8,0.06,48.828125
8.8,13.31,2.95,4.97,9.07,1024.67,1022.35,-0.8613,4.83,1.14,48.484375
5.44,10.02,0.75,1.31,5.27,1029.23,1026.86,-0.8036,-18.33,0.89,48.164062
2.82,8.22,-2.09,-4.66,2.66,1026.5,1024.14,-1.1239,-29.74,0,47.828125
5.2,10.77,0.82,-0.54,4.13,1023.31,1020.98,-0.9642,-11.48,0,47.398438
6.06,11.19,1.48,-0.95,5.74,1027.95,1025.59,-0.9755,-16.69,0,46.929688
2.04,7.44,-2.43,-6.88,1.62,1028.84,1026.47,-1.1118,-32.28,0,46.414062
5.51,10.08,0.95,-4.62,4.61,1019.3,1016.97,-1.0631,-22.57,0,45.820312
4.83,12.43,-2.35,-5.47,3.06,1024.09,1021.76,-1.1826,-25.45,0,45.179688
5.6,12.52,0.15,-4.71,5.01,1027.5,1025.15,-1.045,-28.1,0,44.554688
4.72,8.84,2.17,-2.09,4.21,1029.13,1026.75,-0.881,-12.08,0,43.953125
6.08,9.34,2.98,-0.21,6.09,1030.38,1028.01,-1.2578,2.84,0.01,43.273438
4.44,4.81,3.64,3.36,4.35,1028.74,1026.36,-0.8684,8.63,1.69,43
4.81,5.47,3.52,3.76,4.34,1030.74,1028.36,-0.5512,4.21,2.42,43.664062
1.21,5.76,-3.95,-5.79,0.8,1037.14,1034.72,-1.1921,-42.26,0.01,45.640625
0.19,5.08,-3.44,-8.73,-0.39,1034.86,1032.45,-0.9374,-47.18,0,49.054688
2.55,9.03,-2.09,-5.34,1.63,1033.37,1030.98,-0.927,-33.39,0,52.484375
2.64,9.12,-2.04,-5.26,1.41,1035.47,1033.08,-0.8853,-23.37,0,54.132812
3.3,11.56,-2.98,-5.27,1.38,1033.5,1031.14,-0.986,-23.38,0,53.578125
4.79,12.56,-1.21,-4.87,3.18,1028.91,1026.56,-0.8876,-27.59,0,51.59375
8.22,16.14,1.5,-0.43,6.16,1023.17,1020.85,-0.8822,-29.1,0,49.125
9.09,13.01,5.1,3.91,8.11,1019.71,1017.4,-0.4781,-6.05,0,46.921875
4.81,11.16,-1.64,-5.14,3.3,1026.41,1024.06,-1.0857,-34.51,0,45.078125
3.95,10.15,-0.56,-4.21,2.83,1027.03,1024.67,-0.8062,-29.39,0,43.640625
5.34,12.33,0.42,-3.46,4.46,1028.8,1026.44,-0.9169,-21.49,0,42.578125
7.69,10.67,1.7,1.68,6.98,1026.16,1023.81,-0.6482,-19.38,0,41.671875
7.1,9.36,4.92,6.12,6.48,1026,1023.67,-0.2981,15.45,0.54,41.109375
9.15,10.87,6.5,7.91,8.86,1028.1,1025.76,-0.3746,5.08,14.46,40.796875
4.45,8.55,-0.77,2.55,3.74,1028.73,1026.37,-0.4262,-12.08,1.68,40.796875
3.81,9.94,0.17,-0.62,4.2,1027.56,1025.21,-0.7897,-17.98,0,41.09375
7.44,11.52,1.07,0.23,7.31,1025.61,1023.27,-0.9725,-21.85,2.22,41.125
8.09,10.32,5.61,4.78,7.45,1026.83,1024.48,-0.7769,7.42,7.83,41.09375
2.13,5.97,0.29,1.35,2.32,1032.01,1029.6,-1.0333,5.55,1.99,43.078125
0.18,0.59,-0.69,-0.15,0.09,1027.28,1024.86,-0.2319,5.55,1.29,51.25
-2.22,0.4,-5.41,-2.94,-3.85,1027.57,1025.14,-0.1915,-14.13,1.46,75.09375
1.14,2.19,-2.5,-0.19,0.38,1022.77,1020.38,-0.2959,8.53,15.62,109.90625
0.94,1.56,-0.6,0.47,0.34,1020.36,1017.97,-0.2021,10.24,10.29,131.26562
-1.89,1.01,-5.28,-5.24,-3.54,1024.98,1022.55,-0.9897,-27.91,0,133.4375
-0.68,2.68,-5.4,-5.71,-3.42,1026.29,1023.87,-0.9702,-20.14,0,125.125
-1.23,3.17,-4.76,-4.95,-4.32,1030.92,1028.5,-0.69,-20.24,0.04,113.453125
-1.15,4.95,-6.05,-7.77,-2.93,1035.55,1033.1,-0.8157,-37.59,0.01,101.5625
-1.7,2.85,-5.41,-11.01,-3.2,1035.04,1032.6,-0.8491,-33.07,0,90.546875
2.68,7.32,-3.15,-6.86,2.04,1030.23,1027.84,-0.9867,-37.6,0,80.796875
4.21,12.25,-1.44,-3.12,2.38,1024.28,1021.95,-1.0217,-9.01,0,73.625
8.61,14.64,0.38,1.78,7.23,1020.12,1017.81,-1.1191,1.19,12.34,70.703125
5.54,8.51,4.01,4.18,4.97,1017.84,1015.51,-0.428,9.88,2.48,76.375
4.18,8.47,0.72,2.3,4.15,1021.59,1019.25,-0.583,-31.72,0.93,95.265625
5.95,7.41,3.47,2.72,6.21,1025.34,1022.98,-0.7058,-6.05,3.39,119.53125
5.68,8.3,3,3.56,5.31,1024.25,1021.9,-0.5602,-2.1,1.72,133.95312
6.12,9.65,3.29,3.09,6.52,1022.78,1020.44,-0.9211,-19.16,0.27,135.26562
5.87,8.16,3.56,3.68,5.3,1020.33,1017.99,-0.4048,-2.3,0.47,129.25
5.65,10.07,2.92,2.31,5.27,1021.38,1019.02,-1.1338,-5.98,0.58,120.453125
1.13,3.18,-2.07,-3.37,2.08,1027.46,1025.05,-0.7339,-10.14,2.02,111.5
-0.81,1.12,-2.47,-5.94,0.05,1029.72,1027.29,-0.9994,-13.43,0.16,102.828125
-2.58,-1.09,-4.41,-4.47,-2.47,1032.46,1030.01,-0.6478,-8,2.01,94.28125
-2.85,-1.47,-4.35,-6.78,-2.48,1033.34,1030.88,-1.0906,-17.38,1.1,85.78125
-1.86,-1.24,-3.15,-2.84,-1.75,1026.94,1024.51,-0.3911,0.14,0.64,77.703125
-3.88,-1.66,-8.56,-5.31,-6.18,1030.56,1028.11,-0.3256,-17.27,1.3,70.421875
-7.09,-2.6,-10.41,-8.56,-10.28,1031.66,1029.19,-0.2009,-34.86,0.14,64.046875
-5.01,-0.85,-9.13,-6.62,-8.98,1030.19,1027.75,-0.1774,-25.26,0.33,58.703125
-4.69,1.32,-10.01,-6.79,-8.99,1031,1028.58,-0.308,-16.59,0.04,54.421875
-2.49,1.66,-9.66,-4.4,-6.22,1031.23,1028.81,-0.2684,-36.66,0.13,51.140625
-1.66,3.26,-8.91,-6.55,-4.81,1035.41,1032.97,-0.7303,-39.8,0,48.671875
-5.76,-0.29,-12.14,-11.59,-9.76,1036.77,1034.31,-0.8268,-42.75,0,46.859375
-4.46,1.5,-8.11,-11.51,-7.29,1035.06,1032.62,-0.789,-31.45,0,45.484375
-2.71,3.73,-8.47,-8.01,-4.1,1031.95,1029.52,-0.9465,-17.96,0,44.40625
-1.3,3.13,-5.1,-8.42,-3.11,1029.12,1026.7,-0.9217,-21.08,0,43.484375
1.52,7.97,-4.58,-5.98,0.67,1026.08,1023.69,-1.1206,-21.88,0,42.625
1.8,6.26,-3.29,-7.46,1.66,1022.63,1020.24,-1.2039,-33.13,0,41.828125
5.82,9.31,1.75,-0.48,5.53,1021.33,1018.99,-0.8791,1.12,0.01,42.296875
1.36,5.9,-3.13,-6.62,0.6,1029.4,1027.01,-1.1055,-10.65,0.1,46.421875
2.81,10.42,-3.76,-8.55,1.25,1029.79,1027.4,-1.5158,-25.73,0.02,58.96875
1.58,7.72,-3.74,-10.37,0.28,1028.98,1026.61,-1.4701,-34.32,0,80.5
7.72,14.01,0.23,-5.04,5.93,1020.2,1017.89,-1.6177,-24.55,0,98.25
10.77,17.68,5.13,1.12,10.35,1018.04,1015.74,-1.645,11.23,4.94,104.15625
4.65,6.06,3.19,1.53,4.39,1021.92,1019.56,-0.7574,16.86,7.51,101.75
4.38,7.79,1.35,1.79,3.84,1022.77,1020.42,-0.8254,0.92,0.43,96.15625
7.11,11.49,3.11,0.78,7,1021.57,1019.23,-1.5052,-3.11,2.82,90.1875
5.19,6.76,4.2,3.54,4.99,1021.87,1019.51,-0.6702,17.58,3.67,85.25
4.52,5.44,3.87,3.23,4.29,1023.19,1020.82,-0.5094,12.17,1.43,81.53125
4.54,6.46,2.93,2.5,3.87,1024.34,1021.97,-0.9111,9.64,1.04,80.46875
4.2,5.97,2.27,2.27,2.9,1025.98,1023.61,-0.6704,-5.81,1.41,84.5
5.93,10.79,2.68,1.97,5.87,1023.3,1020.96,-1.5291,-18.99,0.02,93.15625
10.32,16.12,4.34,2.63,8.87,1021.07,1018.76,-1.9987,-16.75,0,100.8125
8.24,11.64,4.85,4.44,8.51,1025.19,1022.85,-1.0478,5.99,1.96,102.5
6.76,10.83,2.49,2.92,6.78,1025.88,1023.54,-1.1553,-13.17,0.18,98.65625
10.13,16.15,5.21,5.37,9.32,1021.28,1018.98,-1.7845,-16.83,0,91.8125
11.87,16.8,7.28,8.39,12.18,1012.89,1010.61,-1.942,10.71,2.17,86.15625
9.77,13.15,7.12,6.92,8.35,1013.08,1010.79,-1.1438,-6.73,3.33,89.75
7.5,11.22,4.33,1.21,7.83,1018.85,1016.52,-2.388,8.14,0.13,114.40625
7.94,10.1,4.99,5.41,8.81,1012.97,1010.66,-1.385,10.12,0.3,149.28125
13.48,16.75,8.5,11.66,14.74,1008.31,1006.06,-1.5754,6.58,254.02,170.75
12.7,23.92,5.75,10.32,12.91,1010.55,1008.27,-2.6033,27.83,292.96,176.75
6.6,12.13,1.96,-0.68,6.28,1026.97,1024.61,-2.6194,-20.49,0,174.5
7.24,10.74,4.26,2.82,7.99,1027.79,1025.43,-2.303,-9.46,0.28,172.25
5.67,6.71,4.65,4.51,5.07,1024.99,1022.63,-0.8537,7.12,6.85,170.84375
4.95,9.68,-0.74,0.67,4.53,1029.77,1027.39,-1.9383,-21.7,0.38,169.28125
5.99,11.18,1.81,-0.81,6.17,1026.21,1023.87,-2.172,-45.13,0,169.53125
10.52,17.68,5.08,3.27,9.3,1022.84,1020.55,-2.5012,-31.98,0,166.96875
13.81,21.21,7.58,5,11.6,1021,1018.72,-2.6444,-16.43,0,158.0625
15.1,23.06,8.61,7.3,13.17,1016.56,1014.32,-2.8915,-1.87,0,145.0625
19.04,26.13,13.81,10.65,16.4,1013.96,1011.73,-3.0986,10.34,0.05,130.84375
17.5,20.71,15.05,14.16,16.86,1012.29,1010.06,-2.0427,32.67,15.23,117.75
12.45,22.38,5.53,8.46,13.86,1017.54,1015.25,-2.6683,31.22,175.44,107.75
6.85,10.38,4.42,1.41,6.96,1026.68,1024.32,-2.3241,-17.26,0.15,102.90625
10.79,13.7,7.02,7.1,11.68,1019.01,1016.71,-1.7605,21.99,6.54,105.09375
9.14,10.33,7.42,8.25,9.04,1016.77,1014.45,-0.7521,26.64,9.35,112.59375
7.91,9.43,6.04,5.24,7.48,1019.38,1017.05,-1.228,13.52,3.71,122.53125
4.82,5.78,4.16,3.13,4.27,1021.84,1019.47,-1.8653,13.31,1.97,133.1875
5.96,10.44,2.51,2.91,4.9,1021.01,1018.68,-1.4141,3.29,0.31,142.15625
10.64,15.64,5.05,5.35,9.76,1017.28,1015,-2.5978,16.39,0.79,146.78125
14.49,20.66,9.45,8.5,13.52,1019.04,1016.78,-2.9216,5.76,0,144.5625
16.28,23.43,11.09,9.91,15.13,1021.06,1018.79,-2.8101,23.25,15.15,136.71875
16.47,23.07,11.66,10.91,14.62,1021.24,1018.99,-2.8172,21.38,32.64,126.03125
17.51,23.94,11.87,10.75,16.06,1018.75,1016.51,-3.148,13.43,18.6,114.53125
18.49,24.69,13.38,11.24,16.69,1015.23,1012.99,-3.6135,0.29,0.04,103.25
20.51,27.82,14.66,12.81,17.73,1013.96,1011.74,-3.6109,-14.39,2.29,92.625
18.47,24.79,13.11,12.17,17.52,1018.4,1016.14,-2.6969,-25.47,0.36,83.125
16.34,21.24,12.55,12.88,16.75,1019.77,1017.51,-2.5481,-6.98,0.49,74.75
18.47,24.15,14.01,14.49,18.5,1014.78,1012.55,-2.9534,16.85,132.41,67.40625
21.54,27.06,16.84,16.65,20.5,1011.75,1009.53,-2.9291,31.57,231.41,61.375
21.47,26.39,16.74,17.51,21.51,1010.45,1008.24,-3.1317,30.4,327.34,56.65625
20.33,28.6,10.39,15.64,21.24,1012.86,1010.62,-3.6246,27.46,791.19,53.3125
10.2,11.58,8.3,5.55,11.71,1018.47,1016.16,-2.1444,23.26,7.44,51.59375
7.3,8.75,6.49,5.92,7.12,1019.29,1016.95,-1.9624,8.05,11.31,52.75
10.39,15.46,4.88,-0.58,9.89,1026.53,1024.21,-4.1886,-10.51,1.79,56.3125
9.95,14.61,5.79,-2.75,9.49,1023.12,1020.81,-4.2385,-14.12,0,63.5
16.44,22.64,11.3,6.12,14.62,1015.28,1013.03,-4.0662,-7.77,0,74.0625
19.58,26.2,13.45,8.51,17.32,1011.63,1009.4,-4.4489,-4.94,0,82.09375
23.19,29.34,17.37,14.11,20.07,1008.36,1006.16,-4.2839,12.33,0.16,84.46875
19.93,25.41,15.13,9.12,19.02,1012.11,1009.88,-4.5405,25.73,3.34,82.25
17,19.72,14.27,7.18,17.55,1014.48,1012.23,-3.9363,30.53,8.11,77.9375
13.22,15.42,10.2,10.31,13.01,1012.5,1010.23,-1.979,31.82,27.51,74.15625
11.57,14.29,9,8.63,10.51,1018.41,1016.11,-1.9364,-3.43,2.97,71.5625
13.81,19.56,7.66,4.15,12.58,1020.44,1018.17,-3.8388,-34.6,0,69.8125
13.88,19.29,7.86,5.24,13.55,1020.08,1017.81,-3.4592,-23.49,0,68.75
16.21,22.18,10.2,8.13,15.78,1017.8,1015.55,-3.6776,-7.85,0,67.40625
19.03,25.76,12.27,10.91,17.79,1014.37,1012.14,-3.7716,-4.23,0,65.21875
21.91,29.25,15.09,12.39,20.46,1013.75,1011.52,-4.1238,-17.2,0,62.4375
23.27,29.99,17.99,15.49,22.4,1011.84,1009.63,-3.9264,2.42,3.27,59.40625
22.23,25.61,19.56,18.32,22.37,1009.31,1007.1,-2.7704,34.52,96.28,57.21875
20.41,24.57,15.64,18.91,20.6,1009.04,1006.82,-1.3758,33.14,135.66,57.0625
14.63,15.75,13.81,12.8,14.54,1013.53,1011.26,-2.1201,25.91,19.56,59.84375
14.6,18.57,9.72,10.93,14.43,1017.25,1015,-2.8854,-3.18,0.79,65.40625
18.38,22.35,15.71,10.69,18.02,1015.44,1013.2,-4.1465,-0.03,0,71.71875
18.35,22.75,12.83,12.99,18.45,1015.08,1012.84,-2.431,20.12,0.72,76.5
21.07,27.35,14.61,14.44,20.68,1017.66,1015.43,-3.8159,11.31,4.07,78.03125
22.02,27.69,17.25,13.95,21.12,1013.51,1011.29,-4.48,5.9,0.18,76.375
23.42,28.3,18.21,18.64,22.42,1008.75,1006.55,-3.1566,28.8,195.13,73.09375
25.17,30.2,21.55,21.04,24.68,1010.03,1007.83,-3.3081,28.31,751.2,69.28125
22.69,27.17,19.8,20.57,23.7,1009.58,1007.37,-2.1794,27.53,462.78,65.9375
18.62,23.67,12.81,12.84,18.54,1017.48,1015.24,-3.6746,1.52,16.21,63.28125
19.51,26.52,12.66,11.35,19.18,1017.88,1015.64,-4.5663,-8.25,0.21,61.15625
22.66,27.8,18.05,12.68,21.63,1014.27,1012.05,-4.2206,-2.99,0.24,59.5
20.76,22.06,18.78,19.6,20.8,1007.35,1005.14,-2.0178,36.99,180.76,66.90625
17.97,21.68,15.4,17.32,18.2,1004.92,1002.69,-1.0756,33.62,171.68,143.6875
18.44,20.37,17.23,15.02,18.34,1010.01,1007.78,-2.4455,24.39,7.72,312.28125
18.77,24.95,11.83,12.17,17.68,1016.09,1013.85,-3.7038,-3.82,0.24,386.875
19.14,23.67,14.15,12.46,18.46,1020.5,1018.24,-4.8054,-35.26,0,350.21875
18.79,22.09,16.35,13.06,18.44,1016.83,1014.58,-4.7507,-11.95,0.03,294
21.66,25.06,17.37,18.43,21.35,1010.75,1008.53,-3.0055,34.65,18.97,257.3125
19.74,23.01,17.63,18.57,19.02,1009.3,1007.08,-1.2483,20.36,16.67,235.875
24.28,28.86,19,20.41,23.52,1008.3,1006.09,-4.0374,-8.21,10.68,224.5625
28.32,31.97,24.5,23.41,26.83,1004.19,1002.01,-4.1807,33.02,855.43,215.59375
30.26,34.29,26.39,23.47,27.96,1001.22,999.06,-5.2395,33.73,1403.38,202.5625
28.98,34.12,22.62,22.34,27.63,1000.43,998.27,-5.6122,34.84,1630.83,186.84375
26.22,29.79,21.96,23.54,25.05,1003.52,1001.34,-3.094,32.87,835.92,173.40625
24.03,29.28,19.01,20.79,24.39,1007.94,1005.73,-4.7085,36.04,675.09,170
19.19,20.14,18.33,17.38,20.16,1010.15,1007.92,-2.4115,34.66,3.5,230.40625
17.6,18.28,16.52,15.64,18.26,1012.96,1010.72,-1.7975,32.39,2.53,382.5625
19.3,20.16,17.35,18.02,19.38,1011.38,1009.15,-1.2069,34.74,31.09,460.75
18.51,20.46,15.04,16.88,18.12,1012.95,1010.72,-1.6793,7.43,12.32,431.9375
21.16,26.69,15.65,12.25,19.72,1011.92,1009.7,-5.4684,-28.01,0,372.9375
21.11,25.05,17.57,15.89,20.62,1006.66,1004.45,-3.7028,32.61,85.57,345.65625
19.6,22.76,17.89,18.59,20.1,1003.43,1001.22,-2.1269,35.68,98.82,425.5625
21.07,22.8,18.74,18.95,22.06,1009.33,1007.11,-2.3892,13.89,13.26,520.3125
22.44,26.67,19.74,19.75,21.83,1009.69,1007.48,-2.4206,12.94,9.55,540.53125
24.95,29.05,21.05,21.21,24.1,1009,1006.8,-2.9568,20.81,219.91,496.5625
25.44,28.47,22.12,21.43,24.91,1009.98,1007.78,-3.0319,22.61,433.52,430.84375
24.94,28.94,21.14,20.89,25.32,1010.95,1008.75,-2.9831,25.64,430.03,371.40625
21.47,25.34,16.82,18.22,20.29,1014.79,1012.56,-2.2013,3.5,47.11,328.21875
23.98,28.97,18.4,17.16,22.95,1014.67,1012.45,-4.8227,-10.88,12.4,304.0625
23.14,26.8,20.52,15.82,22.09,1012.57,1010.35,-4.987,-0.88,0,284.9375
22.66,26.9,19.34,16.27,22.14,1010.59,1008.38,-5.0488,6.63,0,266.46875
24.17,27.73,21.38,18.76,23.35,1010.09,1007.88,-4.5328,7.02,4.69,247.3125
24.2,28.57,18.66,19.47,23.14,1010.15,1007.95,-3.3841,13.23,1.53,228.5625
25.92,31.02,20.72,19.33,24.89,1009.35,1007.15,-5.4582,-10.49,5.63,209.9375
27.06,31.4,22.61,21.42,26.19,1008.37,1006.18,-4.4509,-2.1,55.34,191.9375
25.99,30.77,21.74,19.6,25.55,1005.99,1003.81,-4.7384,18.6,6.07,175.4375
19.75,21.08,18.32,18.02,19.64,1004.25,1002.04,-2.3988,28.58,27.82,164.15625
21.96,25.17,18.73,18.4,21.42,1002.65,1000.45,-3.1142,15.87,21.28,160.75
25.72,29.83,22.23,19.78,24.85,1001.98,999.8,-5.3413,25.59,728.62,163.9375
27.19,33.19,21.03,20.7,25.84,1001.28,999.11,-5.6895,22.48,1099.53,165.78125
28.08,34,22.48,20.3,26.34,1000.39,998.21,-5.7167,22.66,359.45,160.96875
26.72,32.87,21.93,21.48,26.18,1002.29,1000.11,-5.1121,21.91,761.94,151.6875
26.31,30.34,22.35,19.44,25.66,1006.7,1004.5,-5.7758,9.49,20.14,140.875
25.3,29.4,21.29,18.92,24.93,1007.44,1005.24,-5.2731,-0.02,0.69,130.1875
26.04,30.04,23.11,20.6,25.51,1004.32,1002.13,-4.0608,10.61,1.66,120.5625
27.3,30.84,23.71,22.51,26.95,1001.48,999.3,-3.7281,29.32,17.38,112.0625
23.58,26.27,21.81,22.28,23,1002.31,1000.11,-1.9625,34,17.72,106.1875
23.78,27.44,19.31,20.51,22.96,1006.1,1003.9,-3.208,11.36,4.99,102.96875
25.81,29.73,22.46,20.13,25.24,1007.44,1005.25,-4.872,-4.17,0,102
21.74,23.79,19.45,17.72,21.72,1006.73,1004.52,-2.7489,17.64,11.22,102.40625
23.11,26,20.11,19.51,23.41,1006.44,1004.23,-3.3601,9.84,3.13,101.21875
27.17,29.96,23.79,23.53,27.03,1006.3,1004.11,-3.5659,30.24,743.11,97.625
31.07,34.36,28.2,25.52,28.99,1004.82,1002.64,-4.4392,33.64,1570.06,92.65625
31.41,34.35,28.27,24.8,29.99,1004.22,1002.05,-4.6662,34.1,1057.46,87.09375
30.66,33.45,27.58,25.35,28.95,1001.83,999.66,-3.5237,38.48,1841.7,83.96875
25.94,27.57,23.53,24.29,25.69,1000.61,998.44,-2.5432,33.06,1755.48,87.03125
28.01,31.05,25.3,23.83,27.64,1001.35,999.18,-4.3552,26.5,1419.93,93.8125
25.25,28.89,23.6,23.73,25.94,1002.49,1000.3,-2.5199,33.22,1267.94,100.46875
27.14,30.74,24.84,24.5,27.19,1002.14,999.96,-4.251,34.06,642.75,104.46875
26.8,29.64,25.17,25.02,26.95,999.97,997.79,-2.9213,35.88,386.16,105.84375
28.31,31.28,26,25.58,28.11,997.82,995.66,-3.0985,35.28,438.65,105.28125
27.9,30.61,26.37,26.52,28.39,997.38,995.21,-2.7929,38.94,801.39,105.625
26.13,27.05,25.36,25.85,26.24,998.09,995.92,-0.8736,38.98,787.73,144.40625
24.68,25.85,23.81,24.11,24.16,1001.42,999.23,-1.6311,39.65,250.57,392.84375
25.73,27.7,24.18,23.97,25.14,1004.29,1002.1,-2.1331,37.91,124.63,629.28125
27.65,32.01,24.66,25.81,26.79,1004.94,1002.76,-2.6464,37.84,1268.94,626.59375
28.84,32.42,26.24,26.46,28.69,1006.63,1004.45,-3.9037,36.75,2122.76,538.53125
29.89,34.12,25.94,26.08,28.98,1007.22,1005.04,-5.22,27.35,1630.72,459.5625
29.5,32.58,26.86,25.08,28.15,1005.6,1003.42,-5.6473,26.11,92.24,396.4375
30.77,33.64,27.58,25.37,29.08,1005.19,1003.02,-6.3534,27.16,361.98,349.3125
31.3,34.66,27.32,25.22,29.36,1005.7,1003.53,-6.2273,26.59,609.12,313.625
31.22,35.5,26.79,25.56,29.35,1005.84,1003.67,-6.1319,27.99,1847.68,284.3125
30.82,35.21,26.75,25.28,29.37,1006.68,1004.5,-5.9427,25.48,2098.11,259.46875
30.1,33.21,27.02,25.07,28.74,1006.76,1004.58,-5.4748,18.45,896.47,236.46875
30.86,34.69,26.74,25.45,29.52,1006.06,1003.88,-6.0124,17.1,774.57,213.71875
30.66,34.75,26.78,25.18,29.51,1006.25,1004.07,-6.1015,10,794.06,192.0625
30.85,34.8,26.66,25.32,29.56,1005.72,1003.54,-5.8775,14.63,729.4,172.40625
30.41,34.77,25.9,25.2,29.45,1004.88,1002.71,-5.7131,13.95,1014.62,154.75
29.84,33.23,26.72,25.27,28.75,1004.04,1001.87,-4.7546,26.84,635.47,139.15625
28.42,31.36,26.02,24.65,27.17,998.69,996.52,-4.8752,36.93,79.69,126
28.73,33.32,25.74,26.03,28.08,1000.76,998.59,-2.4631,37.26,510.94,115.21875
29.92,34.3,27.3,26.71,29.49,1002.62,1000.45,-4.4987,37.73,2214.7,106.890625
30.55,35.03,26.78,26.92,30.08,1003.9,1001.73,-4.4924,36.3,3576.63,104.734375
28.63,34.36,24.49,24.88,30.25,1004.95,1002.78,-4.4406,35.42,3075.19,113.8125
28.08,31.79,25.77,24.68,27.43,1006.43,1004.25,-2.8258,36.55,628.03,136.14062
