SLP,SP,AT,Tmax,Tmin,GF,DPT,Evap,K,CUPE,runoff
1010.35,936.97,17.76,19.2,65,17.45,13,-2.4085,16.56,4.98,707.71875
1008.93,936.17,21.33,24.26,96,21.07,15.66,-4.2093,17.54,1.3,680.3125
1005.94,933.67,24.74,28.47,58,23.71,18.01,-5.0091,20.81,0.4,633.5
1001.7,929.69,23.88,27.14,32,23.62,18.8,-3.4797,26.62,3.92,593.65625
1001.72,929.85,24.9,27.93,64,24.14,19.8,-3.0648,29.24,6.73,558.78125
1001.81,929.95,25.34,29.79,80,25.21,21.01,-3.3945,33.55,41.44,538.6875
1005.86,933.56,22.83,27.08,96,21.56,19.22,-2.0379,29.32,22.46,578.8125
1005.03,933.03,25.77,29.95,29,24.55,20.16,-5.085,24.11,1026.54,676.1875
1008.1,935.79,23.98,28.1,60,24.17,19.99,-3.1109,34.26,1027.6,711.34375
1006.1,934.21,26.93,32.3,92,25.94,21.03,-5.649,25,2183.51,710.90625
1008.08,935.56,23.99,28.23,35,23.49,20.47,-3.5196,34.25,785.11,785.59375
1007.98,935.8,25.49,30.38,87,24.4,19.07,-5.7218,21.34,28.8,890.28125
1007.1,934.81,24.78,29.17,64,24.71,18.61,-5.1299,22.68,46.33,978.375
1009.31,936.32,19.45,20.5,32,19.28,17.65,-1.1854,30.06,3.98,956.53125
1007.5,934.95,22.13,25.23,73,22.42,19.48,-3.3464,27.85,22.8,971.78125
1006.69,934.33,23.19,27.32,61,22.52,19.93,-3.8473,26.61,19.47,956.71875
1004.49,932.48,25.52,29.71,74,24.96,21.05,-4.6164,26.42,33.56,905.34375
1001.38,929.58,25.17,27.79,29,24.65,21.52,-3.84,31.11,89.71,849.15625
1003.6,931.45,23.01,26.54,72,23.43,20.48,-3.457,32.71,431.35,830.6875
1009.65,937.16,22.52,26.82,40,20.89,16.4,-3.402,20.76,21,936.3125
1004.4,932.48,25.27,30.07,97,23.8,17.28,-6.1449,23.46,0,1096.2188
999.81,928.3,26.25,30.61,52,25.86,19.79,-5.8175,25.77,39.55,1044.1562
1002.06,930.25,25.37,29.29,29,24.72,21.09,-3.9809,34.4,15.67,952
1001.61,930.04,25.29,29.21,40,25.03,22.25,-3.0532,32.26,119.52,883
1000.52,929.25,28.38,32.4,56,28.09,23.09,-5.6759,27.35,603.09,836.46875
1002.93,931.23,26.11,27.89,78,25.73,22.25,-2.9455,30.27,523.39,803.25
1000.46,928.92,26.64,28.69,82,26.75,22.87,-3.1103,33.98,289.2,778.3125
1001.21,929.46,25.47,29.11,97,25.54,22.53,-4.3683,32.97,678.47,753.96875
1006.83,934.72,24.48,27.02,72,24.12,19.54,-2.8909,25.65,31.72,805.21875
1009.97,937.34,23.98,26.89,43,23.71,20.06,-3.3736,24.75,69.93,912.15625
1009.67,936.74,21.32,22.55,77,21.2,19.4,-1.8274,27.61,16.62,908.90625
1008.02,935.27,20.86,22.18,53,20.13,19.87,-1.8201,23.66,9.45,881.4375
1007.13,934.84,24.35,28.73,99,24,19.95,-5.1127,20.39,0.17,854.21875
1004.84,932.83,25.93,29.56,71,25.94,21.19,-4.5796,28.25,50.6,813.03125
1002.51,930.63,23.42,26.54,99,23.1,21.07,-1.5494,27.8,105.93,801.0625
1001.52,930.09,27.26,30.91,100,26.7,22.61,-4.1364,20.93,1362.46,854.2344
1001.57,930.07,27.87,31.51,80,27.3,22.69,-5.0827,28.45,484.57,845.21875
1001.37,929.67,26.67,30.61,99,26.32,22.45,-4.8556,33.02,749.22,800.4219
1001.78,929.96,25.96,28.93,59,25.9,23.45,-3.7521,35.41,728.72,754.28125
1004.02,931.82,23.34,26.18,34,23.13,22.21,-2.6117,35.62,181.2,1070.4531
1005.67,933.3,22.01,23.05,43,21.94,20.81,-1.0946,32.8,5.6,1810.4375
1002.07,930.2,25.31,27.94,87,25.37,22.4,-3.3688,32.66,27.93,2086.5625
999.42,927.8,26.48,29.43,60,26.34,23.98,-3.0344,35.34,1088.49,1919.3594
999.62,928,25.47,28.96,36,25.25,23.58,-1.7626,36.42,1107.69,1791.3438
998.85,927.49,26.94,31.4,54,27.14,23.81,-3.2737,35.23,2180.58,1741.2656
999.29,927.99,28.17,33.05,50,27.8,24.74,-4.1172,34.55,1844.98,1673.6406
1001.23,929.63,27.28,30.53,43,26.03,23.99,-4.0845,36.32,792.67,1609.3125
1002.41,930.47,25.48,28.85,43,24.64,21.74,-3.6737,34.28,69.57,1558.4375
1005.63,933.42,22.46,24.31,35,20.4,19.18,-1.3895,23.7,20.73,1565.1406
1001.75,930.06,26.11,30.89,81,25.25,21.15,-5.7594,15.12,50.3,1568.8125
1003.54,931.77,26.79,30.91,74,25.45,21.75,-4.5737,23.34,3.65,1488.1406
1000.58,929.12,28.17,32.16,50,27.59,22.72,-5.1848,34.16,97.64,1337.9531
997.35,925.91,25.25,26.58,69,25.11,23.15,-2.1718,35.08,119.92,1249.5156
997.51,926.62,28.58,33.97,99,27.14,21.84,-5.7598,26.75,130.07,1233.6562
998.02,927.05,30.09,34.9,60,28.69,22.61,-6.137,26.53,335.62,1195.4531
999.79,928.36,27.49,30.84,69,27.71,23.92,-3.9318,36.11,1765.39,1124.5781
1002.39,930.43,24.66,25.71,41,24.48,23.18,-1.3922,36.96,638.54,1199.8438
1001.48,929.69,25.81,29.17,61,26.04,23.7,-2.9309,35.7,803.01,1644.2031
1003.72,931.83,26.02,30.15,75,25.89,23.66,-2.4337,36.08,1480.47,1906.6562
1005.89,933.91,26.81,30.76,74,26.66,23.6,-3.5124,34.95,1610.68,1881.7812
1006.72,934.55,26,29.85,22.96,97,23.12,-2.9557,35.3,885.68,1869.7812
1006.73,934.71,25.39,28.3,22.98,82,21.31,-3.8453,30.22,751.52,1936.4844
1006.24,934.23,26.3,29.91,22.73,61,22.45,-4.2929,31.63,2370.09,1948.6406
1005.62,933.63,26.34,30.81,22.7,54,22.17,-5.1283,32.58,839.54,1791.9688
1005.66,933.69,26.66,30.39,23.17,97,22.55,-4.7123,33.31,1245.8,1636.4688
1006.17,934.02,24.75,28.1,22.74,55,22.64,-3.4659,33.65,1484.33,1510.5156
1005.67,933.6,26.26,30.46,23.85,89,22.89,-3.7856,33.69,694.94,1408.9375
1004.55,932.68,26.89,31.02,24.27,88,23.42,-3.4937,32.12,1406.69,1319.4062
1005.11,933.21,26.46,29.16,24.49,39,22.62,-3.758,32.85,790.88,1219.1875
1006.12,934.05,25.7,29.43,23.44,91,22.82,-3.8211,34.09,579.09,1146
1006.57,934.46,25.92,29.19,24.03,69,23.58,-3.0274,32.93,1691.44,1094.9062
1004.56,932.74,26.35,30.16,23.04,81,23.59,-2.7006,31.13,2680.67,1043.0625
1004.15,932.31,26.49,30.22,23.07,85,22.9,-3.1984,32.35,2367.6,992.4531
1004.9,932.83,24.71,28.1,22,79,21.9,-3.6895,32.9,1341.66,955.40625
1004,932.08,25.96,30.45,23.13,55,22.35,-4.5807,32.89,886.09,962.15625
1005.25,933.38,26.72,30.34,23.59,41,23.18,-4.3274,32.47,856.1,945.875
1005.15,933.32,27.57,30.97,24.2,41,23.26,-4.807,31.59,695.39,919.90625
1003.83,932.15,27.71,31.36,24.4,92,23.91,-4.018,32.04,1796.99,886.6719
1002.19,930.86,29.25,33.07,25.84,69,24.14,-4.9115,31.31,1572.3,843.0469
1001.47,930.12,29.22,34.04,24.25,81,23.96,-5.2154,31.71,1772.03,802.78125
1002.24,930.67,27.45,32.21,23.98,80,23.94,-3.7861,31.75,1352.06,758.1875
999.81,928.58,28.95,33.44,25.05,79,24.11,-5.0365,30.77,719.14,720.1094
997.37,926.34,29.63,33.27,26.65,54,24.91,-4.6281,34.85,1528.35,685.5781
1000.44,929.14,28.33,32.25,24.91,83,23.86,-4.3415,32.34,1158.32,652.8906
1002.38,931.19,30.28,34.99,26.01,67,23.53,-5.1981,26.45,1360.04,679.125
1003.46,932.21,30.45,34.98,25.89,58,23.64,-5.0036,31.9,947.64,750.1719
1003.24,932.01,30.74,35.85,26.38,46,23.82,-4.9528,29.57,696,729.9844
1003.78,932.44,30.61,34.93,26.32,85,24.28,-4.4144,33.04,1759.99,667.90625
1003.21,931.82,29.68,35.24,25.62,42,24.22,-4.1745,34.09,1981.51,622.8125
1002.73,931.48,30.7,35.01,27.49,83,24.78,-4.0165,34.54,1958.17,603.5781
1006.27,934.62,29.1,34.98,24.8,64,23.94,-4.5681,34.6,2485.12,595.2656
1011.78,939.35,25.76,28.14,23.72,76,20.75,-2.1184,30.27,93.95,608.0781
1013.11,940.54,25.59,28.78,23.55,44,20.03,-2.9556,30.22,6.2,644.4375
1010.07,937.52,24.6,27.5,21.59,100,20.51,-3.0456,30.39,46.53,631.6406
1010.22,937.17,20.25,21.71,18.82,44,19.17,-1.4995,27.78,34.57,601.25
1010.55,937.45,20.31,22.01,18.86,35,19.08,-0.8358,25.66,5.84,598.65625
1007.27,934.72,22.3,24.49,19.98,82,19.59,-2.6871,23.15,2.61,620.2344
1005.91,933.57,22.9,26.66,19.84,82,20.11,-2.2544,18.21,110.85,620.65625
1004.87,932.76,24.89,28.25,21.46,61,20.54,-3.754,21.94,87.67,591.15625
1008.76,936.01,21.36,22.77,19.65,71,19.76,-1.6447,30.62,43.67,559.875
1012.47,939.28,20.12,21.16,18.74,42,19.28,-0.6297,28.99,16.6,586.40625
1013.28,939.89,19.25,19.9,18.22,48,18.4,-0.9597,26.48,9.1,695.875
1012.16,939.15,21.92,25.2,18.47,69,19.2,-2.655,26.2,0.95,833.5625
1010.6,937.75,22.13,24.99,20.1,45,20.11,-1.3598,26.51,96.72,886.53125
1010.5,937.66,21.95,24.92,19.11,76,19.05,-2.2114,25.02,31.29,857.46875
1012.24,939.46,23.13,26.26,20.38,68,19.5,-3.2595,27.77,14.09,809.0781
1012.17,939.79,24.16,30,18.55,69,17.45,-4.209,19.82,74.53,754.875
1010.56,938.32,25.12,30.62,20.28,89,17.41,-4.9213,15.91,7.06,710.78125
1013.81,940.89,23.17,27.23,19.8,92,18.67,-2.5221,31.64,89.78,670.7656
1014.92,941.57,20.38,22.46,19.07,44,18.54,-1.2516,30.04,0.42,641.7656
1014.18,940.86,19.74,21.22,18.61,50,17.77,-1.8922,27.69,5.92,627.4844
1013.31,940.33,21.68,25.36,18.73,46,17.4,-2.8309,24.04,0.15,601.9219
1011.31,938.41,22.33,25.6,19.51,40,19.32,-3.1052,26.22,22.64,574.5469
1012.58,939.48,21.25,22.63,20.28,60,19.86,-0.9537,30.49,55.72,547.25
1014.49,941.12,19.53,20.45,18.78,65,18.84,-0.7657,30.22,59.6,546.2969
1017.54,943.93,19.73,21.69,17.89,89,18.02,-1.0363,27.64,88.32,606.9531
1019.78,945.88,19.11,22.05,17.04,83,17.89,-1.2735,28.43,28.44,743.3594
1018.54,944.92,20.74,23.01,18.23,64,18.45,-2.2369,25.38,1.36,819.28125
1014.7,941.3,19.76,20.87,18.68,57,18.59,-1.6869,30.12,8.18,808.6875
1012.48,939.22,19.48,20.35,18.68,73,18.37,-0.7584,27.59,10.98,823.90625
1010.47,937.42,19.97,21.62,18.91,46,18.35,-1.0719,26.91,26.64,894.7031
1009.63,936.75,21.5,24.14,19.63,37,18.98,-2.1501,27.42,19.56,898.4844
1012.29,939.23,20.43,21.88,19.73,49,18.8,-0.8188,27.59,5.97,855.1172
1014.76,941.91,22.96,27.09,19.91,61,17.8,-1.8418,25.69,15.47,811.3906
1014.24,941.32,23.36,27.75,19.99,41,17.63,-3.0984,26.05,1.83,779.5781
1013.2,940.09,21.53,24.25,19.65,68,18.32,-2.1153,28.92,11.55,749.2969
1011.24,938.5,23.18,26.74,19.96,68,18.98,-2.9681,30.01,1.3,722.64844
1012.4,939.77,23.22,28.76,19.48,61,19.4,-2.7751,28,34.65,706.2422
1011.45,938.96,23.97,29.77,19.91,63,19.9,-3.5583,20.29,237.69,688.3125
1007.57,935.36,25.07,29.46,21.2,47,21.41,-3.3134,23.43,457.39,652.60156
1011.78,939.08,23.68,27.6,21.07,94,19.45,-2.6381,27.51,202.2,617.5547
1013.44,940.22,21.06,24.56,18.05,39,15.83,-2.5147,26.13,1.5,655.96094
1013.24,939.84,19.67,22.12,17.73,43,16.79,-2.0856,25.74,3.35,776.85156
1017.99,944.2,18.04,18.43,17.31,95,16.59,-0.8492,25.58,40.6,794.6719
1017.53,943.59,17.27,18.87,15.72,80,14.88,-0.8868,20.53,4.28,784.39844
1017.58,943.45,15.69,16.66,14.82,48,14.08,-0.7973,18.78,9.97,781.28125
1017.62,943.34,15.26,16.82,14.23,95,13.38,-0.8968,14.98,4.71,760.85156
1019.58,945.25,15.73,17.73,14.33,48,13.72,-0.6709,15.37,0.74,739.7422
1021.28,946.84,15.48,16.59,14.73,95,14.25,-0.5694,15.93,8.61,708.96094
1018.77,944.62,16.64,19.05,15.04,96,14.39,-1.4,16.62,4.44,670.8828
1016.17,942.16,16.63,18.11,15.55,16.34,62,-0.9573,20.19,19.6,630.34375
1018.08,944.06,17.45,20.38,15.92,16.81,53,-1.386,21.65,4.67,589.7656
1020.67,946.65,18.21,20.85,15.78,17.7,62,-1.3065,24.99,3.64,556.5703
1017.29,943.7,19.39,24.13,15.33,18.79,74,-2.9601,22.14,0.16,536.28125
1016.05,942.44,19.37,22.24,15.8,19.42,36,-1.9882,26.23,9.82,533.71094
1012.48,939.07,19.14,21.03,17.15,18.66,52,-1.1349,27.81,2.58,518.59375
1009.38,936.26,18.94,21.55,17.44,18.72,26,-1.211,29.29,1.03,501.57812
1010.32,937.15,18.95,21.01,17.63,18.73,39,-0.802,28.95,2.17,479.72656
1009.57,936.44,19.4,21.61,17.27,19.29,55,-1.0524,30.44,72.32,472.03125
1009.01,935.83,18.34,20.88,16.62,18.06,62,-0.8469,28.08,2.05,534.90625
1010.26,937,18.26,20.85,16.44,18.04,29,-1.2386,26.43,6.57,637.33594
1009.18,935.95,18.76,21.69,16.77,18.26,55,-1.5244,19.95,5.45,668.71094
1013.35,939.81,18.43,20.46,16.23,17.15,57,-0.9873,19.47,1.08,663.66406
1017.98,943.94,17.07,19.62,14.78,16.4,70,-1.8838,15.33,45.79,635.33594
1027.42,951.94,12.58,14.44,10.13,11.86,81,-1.1236,9.63,6.89,608.8906
1028.41,952.68,12.45,14.46,10.43,12.37,44,-1.404,12.53,0.2,608.5469
1025.74,950.29,12.47,14.12,10.87,12.37,31,-1.371,13.25,0.56,599.8828
1027.27,952.29,15.23,19.25,11.67,14.33,85,-2.1984,16.29,0.24,568.72656
1027.69,952.53,13.81,15.81,12.45,13.99,64,-1.1165,20.14,9.45,532.8672
1027.22,952.13,13.24,15.94,11.11,12.79,82,-0.8314,19.37,2.21,497.65625
1021.44,946.91,14.92,18.46,12.14,14.31,37,-1.5278,18.73,1.98,469.89844
1013.54,939.62,15.62,18.4,11.8,15.51,93,-1.4455,19.77,0.67,440.8672
1012.08,938.28,16.11,18.27,14.32,15.62,80,-1.1824,19.81,2.86,409.77344
1016.48,942.44,15.63,17.76,12.92,15.52,62,-0.931,21.77,18.99,383.47656
1029.57,953.81,11.29,12.89,10.18,10.57,81,-1.3446,7.55,24.04,379.46875
1029.73,953.75,11.16,14.87,8.78,11.15,37,-1.6988,6.87,4.78,423.57812
1027.58,951.77,10.81,12.66,8.77,10.47,56,-1.4902,10.93,1.06,485.9922
1023.3,947.83,12.44,15,8.81,12.06,40,-1.5984,10.29,1.4,492.95312
1017.85,942.73,11.61,13.46,9.95,11.1,55,-0.9681,11,1.15,462.21094
1018,943.43,12.71,16.36,9.56,12.45,26,-1.4592,6.43,0.05,428.67188
1017.52,943.18,13.51,17.4,11.31,13.1,68,-1.3605,11.84,0.04,400.27344
1020.08,945.77,14.56,18.16,11.33,14.2,98,-0.9691,15.62,0.13,375.04688
1015.79,941.73,15.2,17.97,12.96,15.08,30,-0.795,17.93,2.49,352.5547
1016.72,942.69,15.46,18.97,12.73,14.68,54,-0.8169,21.39,4.26,334.39062
1014.09,940.34,16.55,20.32,12.82,15.82,65,-1.1706,20.38,9.14,319.41406
1011.68,938.12,16.64,20.74,13.79,16.6,34,-1.9102,8.48,33.97,303.83594
1014.88,940.99,15.88,17.98,14.07,15.26,60,-0.7006,22.29,5.03,289.16406
1012.94,939.31,15.24,20.38,11.78,14.58,80,-1.108,20.11,0.06,281.46875
1013.77,939.78,15.45,17.92,12.49,14.96,84,-1.2084,15.98,11.23,283.07812
1023.42,947.42,9.05,12.15,6.91,8.94,89,-1.2242,8.49,8.14,291.39844
1030.24,953.07,7.07,8.61,4.76,6.6,79,-0.9167,0.28,0.59,312.22656
1025.35,948.08,5.51,8.26,2.69,4.99,52,-0.9023,-2.07,0.37,328.32812
1028.09,951.2,6.54,9.49,3.3,6.16,81,-1.1231,2.77,1.02,324.10156
1026.2,950.2,8.71,14.25,4.63,7.06,33,-1.7798,5.22,2.01,307.14844
1025.37,949.25,9.1,12.01,4.59,8.45,40,-1.1022,8.89,0.47,288.84375
1027.1,950.86,9.3,11.37,7.03,8.9,89,-0.6993,11.54,0.52,269.9297
1030.59,954.45,10.48,13.57,6.73,9.92,88,-1.2909,12.15,0.83,253.6875
1029.53,953.69,11.07,15.05,7.77,9.82,27,-1.4377,12.37,0.14,242.03125
1028.38,952.28,10.39,13.18,8.49,9.94,98,-0.9528,12.79,3.93,233.1875
1026.99,950.9,10.17,13.17,8.37,9.95,39,-1.1636,12.29,5.95,228.25781
1026.72,950.72,9.17,12.19,6.65,7.79,77,-0.8939,14.08,1.43,231.20312
1023.31,947.31,9.59,12.59,6.29,9.8,68,-1.1091,-3.43,0.62,233.30469
1030.66,954.77,8.07,13.81,3.04,6.6,82,-1.0513,-2.67,0.45,226.53125
1025.49,949.94,9.03,14.65,2.77,8.36,38,-1.5847,-1.12,0.03,215.57031
1024.25,948.8,8.91,14.88,3.04,8.2,78,-1.4223,-0.75,0.01,203.82031
1018.86,943.19,9.46,11.41,5.98,9.48,80,-1.031,1.63,0.16,190.42188
1018.65,943.05,7.96,10.2,5.42,7.73,97,-0.6149,1.52,0.53,177.71094
1016.64,941.67,10.77,14.55,5.42,11.65,48,-1.5195,4.62,0.73,168.52344
1013.94,938.62,9.53,11.11,8.14,9.02,99,-0.7255,3.03,1.05,164.14062
1018.79,943.82,11.27,14.88,8.17,10.4,65,-0.8854,8.8,0.31,163.14844
1022.77,947.28,10.71,13.4,8.11,10.7,80,-0.8498,9.82,5.85,163.16406
1027.38,951.69,10.31,11.83,8.99,9.46,49,-0.7474,7.69,1.96,168.17188
1031.21,954.9,8.68,10.95,4.75,7.68,50,-0.7536,12.85,0.79,182.14844
1025.07,948.93,9.53,11.89,4.67,9.14,29,-1.1388,9.27,4.94,193.5625
1022.28,946.2,9.48,11.46,8.05,8.22,76,-0.6777,6.09,1.64,196.29688
1020.87,945.1,9.82,11.94,8.07,9.12,56,-0.7426,9.8,2.11,194.09375
1019.76,944.2,10.05,11.7,8.46,9.64,36,-0.6752,11.68,0.99,189.30469
1019.9,944.38,9.21,11.46,6.64,8.97,44,-0.5424,13.21,0.96,183.40625
1026.82,951.31,10.53,15.06,7.02,9.03,82,-1.1413,8.81,0.57,178.3125
1023.42,947.86,10.46,13.03,7.5,9.46,75,-1.2431,5.55,0,174.30469
1020.27,944.41,9.06,11.05,7.35,8.67,84,-0.6701,7.24,2.7,171.40625
1017.26,941.52,8.57,10.5,6.74,8.29,34,-0.5221,6.81,1.14,169.98438
1024.5,948.18,8.12,9.36,6.79,7.39,30,-0.6286,2.97,1.97,168.55469
1032.81,956.04,8.45,10.71,5.71,7.06,37,-1.2525,2.27,0.47,168.19531
1027.76,951.39,8.71,13.26,5.26,6.64,41,-1.4563,4.22,0.35,171.23438
1028.81,952.21,9.3,12.17,4.63,8.57,54,-1.4672,6.09,3.88,170.79688
1027.18,950.7,9.12,11.38,7.62,8.27,61,-1.0278,7.87,7.77,166.64062
1026.06,949.58,9.12,10.86,7.54,8.84,44,-1.0703,1.36,1.52,164.35938
1024.42,948.15,8.76,10.78,6.29,8.27,36,-0.7956,8.03,0.67,163.59375
1024.09,948.07,9.04,12.48,5.7,8.77,53,-0.9823,6.68,1.58,162.375
1024.83,949.17,10.26,14.53,5.72,9.75,6.47,18,10,1.66,160.71875
1021.26,945.51,9.54,11.09,6.97,9.49,7.11,29,7.39,0.56,158.25
1018.08,942.48,9.88,11.15,7.73,8.56,7.83,27,16.67,0.48,155.04688
1016.58,941.73,10.84,15.34,7.27,10.79,7.7,50,19.75,0.27,151.64062
1016.65,941.64,10.78,13.18,7.95,10.98,7.47,29,17.21,7.39,150.53125
1019.43,943.7,9.38,10.77,8.19,8.62,6.74,45,16.73,1.95,154.73438
1019.62,943.75,8.45,10.12,6.97,8.12,5.8,44,15.37,0.27,163.20312
1018.99,942.96,7.72,9.36,5.33,7.91,5.67,2,12.97,4.47,173.3125
1025.92,948.64,5.09,6.73,3.53,4.88,3.01,25,7.25,1.52,183.78125
1028.55,951.01,4.63,6.38,3.11,4.44,0.61,46,2.72,0.68,195.90625
1024.53,948.09,6.18,10.92,1.96,5.27,-1.24,42,-3.8,0,204.64062
1021.15,945.03,7.27,12.24,2.24,5.88,0.12,28,1.58,0.04,202.34375
1023.65,947.15,7.56,10.4,3.54,6.28,1.99,50,4.55,0.84,192.3125
1023.75,947.16,7.48,10.61,3.83,7.05,3.28,43,0.69,0.96,181.23438
1024.75,947.95,6.62,8.44,5.14,5.95,4.97,3,8.62,8.49,172.35938
1024.03,947.34,7.1,8.68,5.47,6.68,4.7,25,6.18,2.41,169.46875
1026.21,949.31,7.21,8.91,5.94,6.45,4.61,38,1.88,2.81,171.10938
1029.76,952.75,7.04,8.99,5.4,6.95,5.03,50,5.49,3.24,171.8125
1029.37,952.18,5.95,7.69,3.74,5.52,3.73,23,5.1,1,172.90625
1030.41,953.81,7.41,13.24,2.98,7.01,3.49,32,6.6,0.15,174.25
1029.98,953.27,7.13,10.02,3.92,7.1,4.32,32,7.18,0.36,171.54688
1026.31,950.04,8.64,11.49,4.75,8.75,6.16,43,10.77,2.84,165.95312
1028.6,952.27,8.36,12.33,5.08,8.26,5.64,36,9.02,1.27,161.70312
1026.95,950.74,9.13,12.79,4.31,9.03,6.62,30,-4.13,1.01,159.625
1026.74,950.55,8.73,10.48,6.77,8.35,6.64,15,2.41,1.3,157.60938
1016.93,941.56,10.1,13.46,6.88,9.52,6.21,5,0.62,1.62,157.84375
1014.94,939.5,9.35,10.99,7.33,8.32,6.11,49,7.19,2.55,161.78125
1022.33,946.94,10.95,15.79,7.29,10.02,4.55,28,8.15,0.9,165.375
1021.18,945.22,9.29,12.12,7.11,9.21,4.91,21,9.8,0.69,168.15625
1023.42,947.18,8.77,11.23,7.69,8.82,6.82,16,11.37,3.26,169.90625
1026.32,949.72,7.99,9.71,6.59,7.71,6.69,49,11.46,5.96,172.15625
1023.89,947.13,6.91,7.92,5.87,6.51,6.03,37,7.92,23.51,176.6875
1021.74,945.27,7.27,9.43,5.22,6.61,5.42,9,0.77,1.02,183.59375
1018.58,942.53,9.28,10.79,5.96,8.2,6.76,4,-10.76,0.53,184.90625
1015.88,939.85,8.56,9.68,6.93,7.03,6.44,27,-13.17,1.83,179.78125
1014.76,939.14,7.88,10.56,6.56,8.24,5.48,27,1.23,2.33,177.8125
1023,946.72,7.05,9.47,4.54,6.32,5.75,10,8.68,9.12,184.5
1028.9,952.19,7.75,10.35,5.21,6.27,0.52,36,-0.76,0.68,195.5
1026.87,950.08,6.86,9.07,5.4,7.01,1.84,17,1.49,0.82,202.8125
1030.06,952.68,5.88,7.4,4.7,6.37,4.02,6,6.29,14.47,199.96875
1030.67,953.61,7.14,9.77,3.11,5.76,3.78,12,4.83,0.57,195.625
1027.98,951.32,8.6,11.32,2.59,8.04,4.34,49,7.73,15.98,191.40625
1029.31,952.46,7.39,8.81,4.87,6.7,4.83,45,12.17,4.77,181.6875
1028.81,952.68,9.37,13.3,5.4,8.8,5.38,47,14.91,0.51,173.1875
1021.26,945.93,10.4,16.11,5.81,8.45,6.3,19,1.08,0.69,170.71875
1018.36,943.25,11.59,15.29,6.19,11.02,7.91,19,-5.52,1.18,170.25
1022.23,947.68,12.49,20.14,5.63,11.2,5.56,46,11.66,1.48,169.34375
1019.19,944.48,11.63,16.84,5.18,10.24,7.02,27,13.6,0.87,170.8125
1007.42,933.65,13.69,17.98,5.3,13.28,9.95,20,5.86,1.24,173
1006.65,933.01,13.91,16.87,11.87,13.37,10.54,49,19,6.93,172.0625
1019.55,943.83,8.8,11.67,7.02,8.11,6.39,32,8.14,15.59,178.25
1026.73,949.93,7.1,8.59,5.78,6.75,3.68,49,2.78,8.82,200.84375
1028.82,951.71,5.48,6.95,2.61,5.48,2.49,45,2.11,1.9,227.5
1028.29,951.39,6.07,8.89,2.67,6.45,2.63,21,4.85,1.02,235.6875
1024.71,948.69,8.77,14.5,3.31,8.03,2.91,10,6.96,0.11,225.59375
1026.85,950.32,7.51,9.94,3.58,6.08,4.14,48,9.98,0.28,210.0625
1024.3,948.33,8.76,12.55,3.45,8.15,4.47,20,10.67,1.61,196.1875
1023.96,948.46,11.7,15.6,3.81,11.72,6.44,49,10.32,2.05,186.34375
1025.69,950.54,12.66,16.14,9.44,11.39,4.23,10,10.24,0.95,180.53125
1017.49,942.43,10.97,13.44,8.7,11.09,6.33,47,13.57,0.38,183.21875
1013.62,938.88,11.32,15.12,7.62,10.77,6.9,47,14.62,1.06,188.625
1013.85,939.2,12.5,15.84,8.22,11.87,8.69,37,15.84,15.64,189.65625
1021.28,945.49,9.43,11.04,8.02,8.44,7.93,35,15.84,11.71,192.65625
1021.3,945.4,8.59,9.28,7.1,8.77,6.78,42,14.42,7.33,209.21875
1021.61,946.07,9.65,13.31,5.58,9.99,6.38,26,15.95,1.62,234.53125
1018.5,943.22,10.06,13.38,5.7,10.48,7.08,10,16.04,3.35,247.03125
1013.65,938.52,9.6,10.49,7.89,10.09,8.19,44,15.68,10.51,245.3125
1015.15,940.04,10.58,12.27,8.66,9.28,8.5,47,14.91,8.4,242.59375
1015.48,940.5,10.85,12.79,8.75,10.57,8.49,42,11.82,3.2,240.90625
1013.09,938.15,10,11.25,8.94,9.56,8.68,12,16.02,13.7,239.21875
1020.72,945.01,9.71,12.05,7.95,9.31,6.26,17,12.61,17.9,247.40625
1020.34,944.35,8.47,10.08,6.61,7.76,5.65,3,5.45,2.17,265.5625
1019.73,943.99,9.6,12.89,5.06,8.85,5.75,3,6.41,6.23,276.4375
1017.41,941.9,10.32,12.86,5.81,9.73,7.27,23,10.81,4.48,273.78125
1019.3,943.96,10.29,12.64,8.14,9.07,7.47,40,13.16,1.94,266.6875
1016.8,941.98,12.53,15.49,8.94,11.96,7.67,6,15.32,3.93,261.6875
1017.06,942.32,11.77,14.06,9.7,12.07,8.87,44,15.62,6.66,256.46875
1016.22,942.12,15.24,19.75,10.32,14.8,10.2,31,19.43,4.68,252.71875
1013.36,939.03,13.08,14.58,11.68,12.55,11.6,31,17.99,36.36,253.40625
1011.54,937.38,13.36,14.95,11.28,13.63,11.08,43,6.39,2.73,270.53125
1014.81,940.49,12.92,15.18,11.22,12.97,11,-1.381,57,15.04,292.75
1025.7,950.01,10.68,12.64,7.92,9.79,5.9,-1.189,83,3.3,306.71875
1026.62,950.97,11.03,14.84,7.75,10.67,5.81,-2.232,49,0.46,322.875
1024.68,949.54,12.27,15.21,7.88,11.85,7.26,-1.7735,82,1.51,326.65625
1017.44,943.09,14.06,18.69,9.8,13.14,9.55,-2.52,67,0.81,312.53125
1015.8,941.79,15.03,19.07,11.63,14.83,10.63,-1.8308,79,9.97,292.3125
1015.31,941.29,15.68,20.12,13.37,15.72,12.58,-2.3488,38,23.82,278.625
