AT,Tmax,Tmin,GF,DPT,RH,Evap,PET,LCC,K,runoff
26.68,32.13,20.65,28.72,13.75,44.92,-2.8537,-6.617,0,56,141.375
28,33.43,21.24,30.47,14.52,43.7,-2.9235,-6.98,0,52,138.875
27.56,34.67,21.31,30.49,14.57,44.97,-2.7164,-7.216,0,67,136.96875
26.85,30.79,22.96,29.5,15.8,50.75,-2.4333,-6.124,0,39,135.4375
23.82,27.87,20.92,25.84,18.18,70.7,-2.4043,-4.561,0.09,68,134.5625
24.23,29.64,18.44,24.4,14.17,53.38,-3.2783,-6.173,0.09,63,135.9375
28.9,35.6,22.22,28.79,11.81,34.75,-4.0096,-8.389,0,94,144.23438
29.91,36.59,21.89,29.7,11.06,31.2,-3.3771,-7.793,0,95,155.40625
29.46,37.04,21.88,30.26,9.23,28.32,-3.2858,-7.716,0,61,159.15625
29.34,36.53,21.77,31.07,10.41,30.85,-3.0102,-7.816,0,82,154.42188
28.78,37.48,21.85,31.29,13.35,38.69,-3.1041,-8.704,0,73,146.8125
30.55,37.22,24.34,31.54,15.16,39.29,-3.2072,-8.58,0,47,140.28125
29.92,36.24,23.49,30.98,14.58,39.26,-3.1394,-7.99,0,88,135.75
27.86,35.37,21.61,31.38,15.27,46.25,-3.183,-7.464,0,86,132.73438
25.73,30.83,21.09,29.24,16.78,57.72,-2.822,-5.736,0.01,88,130.78125
26.04,30.23,22.44,28.61,18.29,62.35,-2.7605,-5.677,0.04,38,129.75
25.78,31.01,21.37,28.11,18.8,65.4,-2.8371,-5.817,0.11,84,129.90625
26.21,31.8,22.07,28.61,20.15,69.31,-3.0464,-5.621,0.09,95,130.8125
29.05,33.99,25.22,30.72,20.24,59.05,-3.2364,-6.298,0.03,64,131.01562
29.68,35.22,25.89,31.55,20.4,57.49,-2.9127,-6.583,0.01,64,129.76562
29.82,36.01,25.77,32.1,21.27,60.16,-2.7651,-6.419,0.02,70,128.07812
29.24,34.76,25.82,31.22,22.16,65.67,-2.8385,-6.273,0.15,93,126.84375
28.39,33.28,24.4,29.45,21.9,67.93,-3.0277,-5.992,0.03,42,128.70312
27.56,32.46,23.31,30.37,21.57,69.85,-3.5243,-6.1,0.1,79,148.79688
26.43,31.02,23.07,28.99,20.28,68.98,-3.7187,-6.469,0.31,89,215.95312
25.16,30.4,22.21,26.78,21.75,81.4,-3.3318,-4.579,0.35,76,477.28125
19.16,22.09,16.64,19.07,17.7,91.26,-2.8595,-1.649,0.79,43,782.6875
17.95,19.28,17.03,18.49,16.09,88.87,-1.2543,-0.838,0.95,41,944.8281
20.38,23.13,17.91,18.85,17.06,81.26,-1.1635,-1.343,0.55,37,966.96875
24.25,29.73,19.11,24.76,18.85,71.86,-4.3067,-5.119,0.04,62,925.6406
25.56,31.22,19.74,25.01,17.43,60.75,-4.5215,-5.385,0.01,53,835.0156
25.68,30.17,22.29,26.57,18.89,66.11,-4.1036,-4.88,0.09,91,735
25.79,31.13,21.05,25.54,19.77,69.38,-3.8197,-4.564,0.03,50,649.84375
26.7,32.57,21.79,25.3,17.31,56.38,-4.9348,-6.054,0,71,577.71875
26.42,31.93,21.48,25.65,18.36,61.22,-4.8647,-6.224,0,70,512.96875
26.22,31.01,21.39,27.04,18.97,64.37,-4.5627,-5.759,0,76,453.03125
25.07,30.99,20.51,25.07,15.67,55.94,-4.8898,-6.73,0,80,401.96875
21.87,25.73,17.09,22.32,16.54,71.74,-2.3663,-3.371,0.01,79,359.21875
21.96,29.45,17.13,23.85,16.22,69.87,-4.1757,-5.482,0,44,321.375
23.6,29.13,18.12,24.12,15.27,59.55,-4.1172,-5.8,0,84,288.9375
26.63,33.02,21.16,25.88,14.99,48.81,-4.7394,-6.901,0,89,264.5625
25.99,32.74,21.04,25.49,15.02,50.8,-4.2155,-6.3,0,81,243.67188
23.87,30.36,19.78,26.26,17.66,68.18,-3.6508,-5.177,0.02,57,226.20312
22,26.84,18.69,23.94,18.17,78.89,-2.9162,-3.654,0.17,86,218.85938
24.22,29.69,19.68,24.82,17.48,66.03,-3.6448,-4.8,0.07,75,225.90625
23.83,29.14,18.86,25.23,17.07,65.87,-3.4165,-4.712,0,43,228.5
25.47,31.17,21.12,26.14,17.41,61.04,-3.6251,-5.127,0,56,220.70312
25.63,30.49,21.31,26.27,17.22,59.71,-3.2284,-5.206,0.01,53,207.57812
23.91,29.26,19.79,25.2,18.81,73.14,-3.1604,-4.913,0.18,99,193.32812
24.36,29.55,20.53,26.01,19.22,73.05,-2.9834,-4.384,0.23,38,181.92188
23.17,26.96,20.18,24.55,19.91,81.91,-2.0735,-3.057,0.19,81,175.92188
22.51,26.75,20.62,24.88,20.33,87.53,-2.309,-2.759,0.3,79,358.07812
20.32,24.76,17.32,19.7,17.8,85.41,-2.036,-1.738,0.35,69,882.9531
21.95,26.13,17.89,21.74,14.4,62.25,-4.1724,-5.208,0,48,1247.4688
22.23,27.2,17.99,22.73,12.61,54.44,-4.0096,-5.007,0,63,1311.8594
19.78,23.98,16.34,19.98,11.92,60.47,-3.0511,-3.819,0,40,1184.2188
16.04,17.37,14.7,16.67,13.8,86.58,-1.6492,-0.955,0.73,81,1119.2812
17.57,19.07,16.33,17.68,16.27,92.12,-1.1152,-0.845,0.66,62,1337.0312
16.98,18.85,15.49,16.87,15.7,92.2,-0.7283,-0.494,0.01,87,1594.3906
15.17,15.99,14.12,14.83,13.86,91.86,-0.5534,-0.369,0.29,68,1722.5312
18.01,23.94,13.86,18.04,13.91,76.94,-3.1287,-3.762,0.15,8.45,1722.0938
20.07,26.82,14.89,20.32,14.06,68.3,-3.7343,-4.449,0,7.33,1629.2031
19.75,24.23,15.48,20.35,14.38,71.13,-2.4483,-2.995,0.04,14.72,1478.1719
19.95,24.44,16.03,20.82,15.02,73.25,-3.296,-4.029,0.04,20.37,1319.8125
19.61,23.95,16.44,20.13,13.89,69.55,-3.4349,-4.376,0.03,14.2,1171.2969
18.36,21.18,16.26,19.04,13.44,72.99,-2.4392,-3.166,0.02,17.48,1039.7656
18.03,22.02,13.69,17.99,14.26,78.61,-1.8083,-2.299,0.18,22.79,923.84375
19.71,27.44,13.6,19.86,12.11,61.51,-3.5268,-4.37,0.03,19.04,824.1719
21.22,28.02,15.16,20.99,12,55.66,-3.8523,-4.958,0,-2.35,734.125
20.59,27,15.17,20.48,12.66,60.39,-3.5542,-4.831,0,15.05,651.75
19.75,23.66,16.46,20.63,13.82,68.63,-2.1966,-3.008,0.01,17.8,569.7031
19.47,25.83,13.33,17.84,9.61,52.85,-3.4937,-5.034,0,-11.73,501.14062
19.77,26.95,13.51,19.41,9.51,51.56,-3.4812,-4.701,0,-0.55,443.92188
20.79,27.81,15.27,20.47,11.71,56.02,-3.3969,-4.971,0,0.46,401.375
20.43,26.61,14.68,19.76,10.48,52.82,-3.5154,-5.699,0,-3.35,366.20312
21.11,25.03,16.95,21.66,12.99,59.76,-2.78,-4.538,0.04,22.47,333.5
20.16,24.44,16.66,19.48,13.88,67.16,-2.1573,-2.869,0.03,26.67,311.83594
18.83,23.88,15.13,18.73,13.42,70.79,-1.9865,-2.77,0.22,20.99,325.3828
20.08,26.17,15.7,21.17,13.5,65.85,-2.8693,-4.092,0,18.5,368.10938
20.99,27.15,16,21.14,11.53,54.67,-2.621,-3.949,0,16.34,401.48438
20.79,27.99,16.05,19.97,8.91,46.47,-2.9884,-4.565,0,17.63,393.78906
21.1,28.15,15.83,20.89,8.7,44.94,-3.1224,-4.916,0,22.46,360.21094
18.02,27.47,10.95,19.03,11.09,63.86,-2.7043,-4.695,0.03,17.34,324.2422
16.43,22.34,12.09,17.92,4.66,45.57,-2.7357,-4.52,0,12.87,296.3672
20.06,26.39,13.28,20.45,10.2,53.03,-2.5556,-4.675,0.01,21.44,275.6953
21.87,27.84,16.09,22.6,12.68,55.88,-2.4953,-4.291,0,17.38,258.84375
20.12,26.16,15.86,20.91,13.94,67.55,-2.0667,-3.763,0.15,19.48,244.47656
18.75,22.13,15.55,19.45,11.27,61.75,-1.5111,-3.19,0.09,16.15,232.13281
16.59,23.94,9,15.91,4.21,43.71,-1.8754,-3.764,0,5.34,225.58594
16.35,21.81,9.4,17.55,5.51,48.62,-2.1087,-4.054,0,13.53,230.00781
18.62,26.35,12.75,19.27,10.82,60.41,-1.9593,-3.835,0,10.95,236.67188
17.06,23.38,12.4,18.05,11.65,70.48,-1.4993,-3.16,0.26,14.39,234.25
15.89,21.44,11.45,17.58,12.45,80.04,-1.1154,-1.776,0.38,19.25,228.83594
13.97,21.11,10.49,15.66,10.45,79.33,-2.2103,-2.405,0.46,23.82,222.72656
11.9,13.51,10.63,12.3,9.43,84.87,-0.8554,-0.786,0.47,7.53,221.14844
11.64,14.25,9.12,11.18,7.94,78.01,-0.868,-1.44,0.51,15.68,229.15625
12.3,15.1,9.3,12.92,8.19,75.98,-1.3638,-2.3,0.57,-8.55,231.36719
13.91,17.58,9.55,15.54,9.39,74.17,-1.9121,-2.898,0.25,1.45,226.86719
14.98,16.99,12.27,15.67,12.54,85.32,-0.7315,-0.835,0.94,22.41,224.17969
14.17,14.93,12.36,14.45,12.93,92.29,-0.6751,-0.406,0.92,26.67,266.35938
8.2,13.69,3.72,8.33,7.02,92.26,-1.4508,-0.416,1,18.84,469.39062
5.89,8.46,3.33,6.31,3.04,81.92,-0.8403,-1.139,0.6,-5.56,844.27344
7.56,11.47,3.53,8.31,3.13,73.48,-1.2608,-1.849,0.12,-0.12,1131.5469
9.33,15.99,4.88,9.33,3.61,67.42,-1.761,-2.479,0.01,-10,1132.1797
12.48,17.68,5.63,13.13,6.49,66.82,-1.8294,-2.475,0.01,7.63,1034.2188
10.84,14.88,8.26,10.83,6.82,76.18,-1.0862,-1.545,0.06,4.03,935.59375
10.37,14.5,7.07,10.66,6.18,75.22,-1.2841,-1.908,0.23,0.21,837.4531
11.03,15.34,7.56,11.49,7.05,76.44,-1.4726,-2.046,0.28,10.88,736.03906
9.18,9.68,8.95,9.09,7.77,90.9,-0.7906,-0.349,0.93,14.39,646.71094
10.14,13.88,6.77,9.51,7.65,84.51,-0.8171,-1.147,0.35,4.34,634.22656
10.17,16.12,6.8,10.27,6.59,78.44,-1.476,-2.074,0.12,0.48,681.85156
11.64,17.91,6.96,12.27,7.69,76.71,-1.585,-2.286,0.17,7.19,676.9297
11.74,17.11,6.39,10.84,7.91,77.37,-1.2192,-1.774,0.07,8,599.4297
10.22,17.48,4.52,9.4,2.07,56.96,-1.6721,-2.426,0.02,-13.51,516.2031
11.57,18.15,4.83,10.76,3.11,56.03,-1.6224,-2.314,0.04,-5.75,474.5547
12.27,15.82,8.23,12.34,7.5,72.62,-1.106,-1.749,0.56,12.48,437.98438
10.75,12.05,8.45,9.65,8.55,86.28,-0.6014,-0.675,0.62,16.76,411.14844
10.82,17.89,5.58,10.66,7.02,77.37,-1.3972,-1.995,0.05,4.35,417.6172
12.1,20,6.3,11.47,5.59,64.44,-1.6167,-2.414,0.07,1.44,436.23438
5.57,11,-0.19,4.06,-5.14,45.98,-1.1698,-1.486,0.04,-3.83,433.89844
2.66,8.61,-1.32,2.08,-9.46,40.41,-1.2941,-2.181,0,-24.02,407
6.52,12.6,-0.78,6.85,-2.15,53.9,-1.2593,-2.014,0,-1.94,375.01562
8.35,11.6,4.97,8.12,5.72,83.51,-0.4088,-0.727,0.14,8.3,341.97656
9.28,14.69,4.95,9.02,6.32,81.73,-0.9943,-1.547,0.15,5.9,309.3203
10.49,17.65,2.3,8.27,0.19,48.85,-1.4206,-2.231,0,6.42,281.48438
6.82,13.55,1.5,4.49,-6.86,36.99,-1.2673,-2.179,0,-19.64,260.89062
8.18,14.94,1.19,7.58,-0.38,54.75,-1.1581,-2.111,0,10.06,246.61719
10.22,16.11,3.5,10.1,4.1,65.73,-0.9772,-1.805,0.26,11.26,237.25
10.6,16.88,4.44,9.53,3.73,62.45,-1.0157,-1.669,0,9.25,231.4375
8.58,15.88,2.39,7.28,-1.18,50.24,-1.0983,-1.847,0,-1.81,227.63281
11.78,18.55,2.62,10.88,1.87,50.63,-1.2106,-2.281,0.04,11.75,224.64844
8.02,13.19,0.77,6.53,-4.78,39.95,-0.9454,-1.929,0.11,-12.19,221.96094
0.69,5.96,-3.89,0.01,-10.81,41.82,-0.7779,-1.712,0,-48.09,219.39062
3.84,9.88,-3.98,3.4,-5.26,51.41,-0.853,-1.778,0,2.72,216.97656
4.12,9.75,-0.39,4.69,-2,64.34,-0.5942,-1.13,0,13.72,214.70312
1.89,8.69,-5.18,1.38,-9.44,42.75,-0.8239,-1.798,0,-3.04,212.38281
-0.07,5.74,-4.91,-0.39,-11.87,40.6,-0.7229,-1.52,0,-11.64,210.10938
2.98,8.75,-5.37,2.78,-8.05,44.1,-0.6753,-1.367,0.02,0.46,207.96094
5.23,11.42,-0.92,4.98,-1.74,60.74,-0.6471,-1.329,0,-8.94,205.86719
0.15,6.69,-7.09,-0.14,-16.11,28.23,-0.8266,-2.078,0,-19.36,203.69531
-2.84,1.4,-7.52,-1.79,-17.67,30.87,-0.6203,-1.488,0,-24.15,201.52344
-0.62,4.61,-5.57,-1.8,-11.89,42.18,-0.4,-0.968,0,-8.14,199.4375
-0.45,6.01,-6,-1.1,-10.12,47.97,-0.5288,-1.155,0,-24.88,197.41406
0.97,7.87,-4.83,-0.75,-12.41,36.05,-0.6159,-1.642,0,-17.8,195.35938
-1.62,4.47,-7.4,-2.56,-15.1,34.96,-0.5499,-1.541,0,-18.57,193.26562
-1.42,6.94,-8.14,-2.27,-14.85,35.15,-0.5552,-1.615,0,-14.36,191.1875
-0.88,6.06,-7.69,-1.59,-12.12,42.21,-0.4809,-1.351,0,-9.77,189.21094
2.6,12.1,-5.57,-0.14,-12.68,31.38,-0.622,-1.606,0,-8.68,187.26562
2.44,9.1,-4.66,1.29,-10.72,37.16,-0.5706,-1.369,0.01,-8.99,185.30469
2.74,10.03,-3.9,0.96,-7.62,46.39,-0.5252,-1.35,0,-17.67,183.4375
0.57,6.6,-3.89,-0.39,-15.44,28.97,-0.5538,-1.592,0,-19.87,181.63281
-0.68,4.92,-6.9,-0.96,-11.24,44.64,-0.3544,-0.997,0.01,-4.03,179.97656
-4.39,1.36,-8.74,-4.22,-15.98,39.93,-0.3815,-1.166,0,-27.7,178.39844
-2.66,3.95,-8.47,-2.33,-13.86,41.81,-0.2546,-1.011,0,-2,176.82031
0.53,7.01,-6.7,-0.97,-8.57,50.47,-0.2278,-0.865,0,-4.89,175.21875
-1.36,5.67,-8.34,-2.55,-13.33,39.63,-0.3869,-1.33,0,-14.08,173.54688
-4.42,0.36,-8.95,-4.51,-16.5,38.34,-0.3332,-1.152,0,-22.32,171.80469
-3.84,1.77,-8.86,-4.11,-17.4,34.01,-0.2747,-0.977,0,-27.97,170.11719
-2.9,3,-8.7,-3.75,-16.8,33.34,-0.2262,-1.094,0,-29.66,168.46875
-4.42,1.05,-10.01,-4.86,-19.77,29.03,-0.1974,-1.312,0,-29.14,166.8125
-4.31,1.52,-10.08,-4.13,-17.94,33.68,-0.1958,-0.957,0,-35.82,165.17969
-2.57,2.09,-8.61,-3.69,-17.75,30.06,-0.2039,-1.193,0,-13.4,163.55469
-3.53,2.75,-9.54,-4.04,-16.08,37.13,-0.2456,-1.112,0,-21.55,161.92969
-2.46,2.11,-8.86,-3.62,-14.67,38.52,-0.1384,-0.65,0,-20.13,160.32031
-1.76,4.2,-6.47,-2.27,-11.31,48.05,-0.172,-1.075,0.02,-15.41,158.75781
-0.95,3.66,-5.99,-0.12,-7.51,61.03,-0.1614,-0.963,0.34,-3.97,157.21875
-2.67,-0.21,-5.25,-3.07,-5.91,78.4,-0.0997,-0.582,0.48,-5.19,155.67969
-5.13,-0.75,-11,-5.76,-16.92,39.03,-0.2168,-1.212,0,-23.74,154.07812
-8.95,-3.86,-14.56,-10.03,-21.76,34.58,-0.149,-0.994,0,-34.56,152.46875
-6.8,-1.24,-14.64,-7.54,-19.95,34.27,-0.1081,-0.858,0,-33.59,150.91406
-4.39,1.81,-10.46,-5.21,-18.6,32.02,-0.1164,-1.181,0,-17.78,149.35156
-3.1,2.56,-11.35,-4.23,-17.65,31.51,-0.1258,-1.022,0,-12.07,147.80469
-2.7,4.45,-9.05,-3.78,-15.81,35.7,-0.1434,-0.952,0,-17.54,146.29688
-1.47,6.53,-8.96,-2.85,-12.98,41.12,-0.1409,-1.072,0,-16,144.82812
-3.12,3.46,-7.69,-3.63,-14.43,41.27,-0.1023,-0.849,0,-14.14,143.39062
-1.27,3.08,-6.16,-2.96,-12.96,40.58,-0.0999,-0.925,0.02,-8.12,141.9375
-3.79,1.42,-9.57,-4.56,-15.04,41.26,-0.1503,-1.041,0,-24.42,140.46875
-2.88,3.27,-10.05,-4.09,-13.99,42.04,-0.1296,-0.911,0,-15.49,139.04688
-2.67,5.16,-9.46,-3.46,-14.26,40.46,-0.1288,-0.889,0,-24.82,137.67188
0.24,8.41,-6.5,-1.62,-10.73,43.49,-0.1431,-1.121,0,-10.14,136.375
0.82,7.61,-5.42,-0.64,-9.77,44.97,-0.1346,-0.901,0.02,-4.27,135.29688
-0.88,2.5,-5.25,-2.84,-16.42,29.66,-0.0851,-0.963,0,-13.22,134.26562
-4.08,0.86,-9.04,-4.59,-18.34,32,-0.1531,-1.236,0.02,-17.65,133.01562
-2.96,4.76,-9.13,-3.92,-15.65,36.9,-0.1377,-0.902,0,-13.62,131.625
-3.06,3.98,-8.02,-3.05,-15.35,38.1,-0.1348,-1.026,0,-10.04,130.25
-2.76,0.91,-5.67,-2.86,-16.88,32.79,-0.0725,-0.863,0.19,-1.77,128.92188
-3.68,-1.32,-5.22,-2.72,-7.84,72.84,-0.0547,-0.524,0.62,-2,127.609375
-3.88,-1.18,-5.68,-4.63,-6.69,80.78,-0.0848,-0.55,0.59,-4.82,126.3125
-4.43,-2.04,-5.92,-3.98,-7.61,78.39,-0.0761,-0.695,0.12,-12.46,125.046875
-3.35,-0.97,-5.94,-3.25,-5.28,86.45,-0.0669,-0.423,0.79,-0.9,123.84375
-7.97,-4.94,-12.25,-10.26,-15.49,54.71,-0.1986,-0.682,0.24,-12.48,122.640625
-8.02,-3.15,-13.54,-11.26,-18.54,42.48,-0.2599,-1.093,0,-14.86,121.375
-6.46,-2.69,-12.71,-9.87,-17.51,41.09,-0.2945,-1.148,0,-10.83,120.078125
-5.65,0.42,-11.1,-9.15,-16.52,42.01,-0.1741,-1.135,0,-14.39,118.765625
-7.53,-1.89,-13.21,-10.53,-16.95,46.81,-0.1085,-0.969,0,-15.96,117.515625
-7.04,-0.2,-13.45,-9.78,-16.1,48.4,-0.0961,-0.939,0,-26.17,116.34375
-4.49,2.2,-13.06,-6.45,-11.71,57.03,-0.1507,-1.15,0,-14.77,115.203125
-3.95,1.37,-9.53,-6.15,-13.9,45.89,-0.1336,-1.07,0,-18.7,114.078125
-2.84,2.44,-8.03,-4.23,-13.74,42.78,-0.1107,-0.837,0.03,-18.58,112.9375
-1.47,3.53,-7.39,-2.47,-13.46,39.55,-0.1661,-1.326,0,-16.31,111.765625
-2.66,1.76,-5.62,-4.34,-15.46,36.65,-0.1578,-1.368,0,-20.65,110.578125
-3.71,1.09,-8.83,-4.32,-13.06,48.22,-0.1249,-0.907,0,-26.04,109.421875
-2.33,4.12,-8.89,-3.38,-15.21,36.49,-0.1572,-1.121,0,-13.59,108.296875
-0.4,7.41,-7.26,-2.12,-14.16,34.55,-0.1844,-1.211,0,-9.14,107.171875
-0.52,3.95,-4.51,-1.7,-9.51,50.6,-0.1098,-0.914,0.01,2.5,106.0625
-4.63,1.64,-13.32,-3.31,-15.19,43.42,-0.198,-1.194,0.02,-10.48,104.9375
-10.67,-6.82,-14.48,-8.64,-26.85,25.08,-0.112,-1.203,0,-28.28,103.859375
-6.6,-2.27,-14.22,-4.22,-23.25,25.26,-0.1345,-1.302,0.01,-26.5,102.828125
-5.58,-1.8,-8.6,-4.33,-11.92,60.92,-0.0896,-0.783,0.41,-9.95,101.859375
-6.14,-3.73,-9.01,-4.93,-12.75,59.45,-0.1017,-1.014,0.14,-11.56,100.875
-7.67,-5.01,-14.43,-6.02,-12.97,65.7,-0.0953,-0.64,0.54,-5.42,99.890625
-12.5,-9.28,-15.93,-11.25,-26.18,30.89,-0.1146,-1.032,0,-33.96,98.90625
-9.6,-5.97,-15.52,-8.72,-23.3,31.77,-0.1146,-1.151,0,-28.49,97.921875
-7.44,-4.36,-12.69,-7.67,-25.8,21.44,-0.1075,-1.175,0,-30.2,96.921875
-7.83,-1.11,-14.02,-7.48,-21.57,32.23,-0.1395,-1.171,0,-27.62,95.9375
-7.26,-1.17,-14.22,-6.38,-22.09,29.47,-0.1472,-1.462,0,-27.35,94.921875
-11.29,-6.03,-16.62,-11.15,-25.61,29.52,-0.1021,-1.128,0,-43.59,93.921875
-10.18,-3.84,-16.81,-9.91,-25.48,27.34,-0.1232,-1.204,0,-32.76,92.96875
-8.02,-1.62,-15.86,-8.43,-23.93,26.54,-0.127,-1.266,0,-28.65,92.0625
-6.9,1.4,-14.13,-6.79,-23.12,26.16,-0.1488,-1.319,0,-26.06,91.15625
-5.03,2.11,-14.05,-5.13,-23.87,21.22,-0.165,-1.419,0,-22.66,90.234375
-6.76,-0.65,-13.34,-6.61,-23.07,25.98,-0.129,-1.511,0,-29.83,89.296875
-1.78,4.8,-12.99,-2.56,-19.27,24.9,-0.16,-1.733,0,-13.22,88.359375
-3.95,0.22,-7.65,-4.04,-20.5,26.3,-0.1281,-1.617,0,-14.8,87.421875
-6.9,-2.01,-12.21,-6.88,-26.03,20.14,-0.1215,-1.64,0,-19.78,86.46875
-8.04,-3.02,-12.76,-8.3,-27,20.12,-0.1099,-1.51,0,-27.36,85.5
-3.71,3.62,-12.35,-3.55,-23.48,19.88,-0.1542,-1.591,0,-25.74,84.578125
1.96,9.99,-8.38,-0.22,-18.22,20.75,-0.1981,-1.681,0,-26.06,85.21875
-0.18,8.4,-7.7,-0.26,-21.62,18.06,-0.207,-1.998,0,-16.62,90.84375
0.72,7.83,-6.81,0.04,-15.1,29.47,-0.2442,-1.682,0,-4.43,96.59375
1.23,7.95,-6.03,-0.27,-19.07,20.34,-0.3196,-1.828,0,-18.31,98.21875
0.95,5.65,-3.52,-0.11,-14.48,30.48,-0.1376,-0.916,0,-2.11,99.40625
1.78,7.28,-3.45,1.59,-12.87,32.78,-0.365,-1.636,0,-10.91,102.15625
3.17,9.5,-2.99,2.87,-11.08,34.28,-0.6553,-1.921,0,6.23,108.65625
-2.28,1.71,-7.8,-1.85,-15.07,36.79,-0.3459,-1.398,0,-5.69,113.9375
-1.4,4.84,-7.09,-1.39,-15.55,33.15,-0.3632,-1.97,0,-5.74,111.21875
0.56,9.47,-6.6,-0.16,-17.1,25.22,-0.6378,-2.343,0,-17.73,104.21875
3.32,11.05,-5.64,2.41,-17.11,20.7,-0.7105,-2.179,0,-14.98,102.71875
2.17,10.07,-4.62,1.86,-12.63,32.48,-0.7325,-1.941,0,1.6,112.0625
5.05,13.88,-4.18,3.84,-9.19,34.88,-0.8943,-2.584,0,-11.59,128.03125
6.78,13.93,-2.37,5.05,-10.88,27.08,-0.9174,-2.168,0,-21.01,174.9375
5.83,11.97,-0.19,4.63,-1.21,60.53,-0.5107,-1.419,0.04,15.67,258.15625
8.02,17.53,-1.56,7.03,-11.05,24.55,-1.29,-3.292,0,-15.8,359.5
3.14,8.17,-1.42,2.77,-10.5,35.97,-0.6695,-1.843,0,4.45,381.4375
9.46,17.45,-0.4,8.24,-1.53,46.14,-0.941,-2.816,0,9.1,336.625
13.2,19.23,4.29,12.87,-4.54,28.79,-1.212,-3.032,0,8,286.9375
4.73,9.42,-0.3,3.43,-3.63,54.64,-0.7544,-1.213,0,-1.48,247.78125
6.67,11.48,0.3,7.35,-0.44,60.42,-0.8304,-2.304,0.01,4.34,218.125
3.39,6.94,-0.07,3.67,-1.78,68.87,-0.636,-1.159,0.34,6.39,196.15625
3.33,10.61,-4.29,2.66,-9.83,37.44,-0.9763,-2.847,0.06,-16.26,179.75
2.07,9.55,-4.3,2.83,-12.74,32.44,-0.9683,-2.401,0,-23.75,167.09375
7.58,17.12,-0.95,7.07,-3.76,44.41,-1.0301,-2.991,0,-5.19,156.71875
10.59,18.96,0.63,9.26,-0.81,45.09,-1.068,-2.654,0,-1.22,147.875
12.71,19.4,5.57,12.01,2.24,48.89,-1.054,-3.369,0.02,14.35,140.125
14.25,24.21,5.72,12.91,2.61,45.39,-1.1727,-3.554,0,13.42,133.4375
15.23,25.37,6.63,13.93,-2.22,30.01,-1.2084,-3.981,0,8.79,127.71875
16.36,26.5,6.34,15.14,-5.09,22.51,-1.0758,-4.655,0,2.73,122.84375
10.87,18.64,5.37,12.26,-3.21,37.09,-0.6879,-3.965,0.01,9.43,118.59375
7.12,12.35,1.74,7.84,-5.04,41.65,-1.1561,-3.549,0.25,7.75,114.84375
3.48,5.02,1.77,4.22,1.88,89.23,-0.6953,-0.727,0.89,11.98,117.375
6.9,8.8,3.86,6.88,2.17,71.84,-0.4976,-1.495,0.64,10.89,128.9375
9.39,14.28,4.36,9.77,-5.83,33.62,-0.9423,-3.2,0,9.28,135.4375
7.68,11.46,3.53,7.77,-1.2,53.36,-0.7633,-2.627,0.07,16.98,131.0625
7.21,11.25,3.67,6.63,0.42,62.02,-0.8258,-2.125,0.23,13.67,123.34375
9.18,16.64,2.66,9.06,-2.37,44.24,-1.0727,-3.254,0,0.23,119.5
11.59,19.94,3.73,10.61,-5.71,29.3,-1.2468,-3.995,0,2.94,118.875
12.32,19.73,5.18,11.93,-3.84,32.14,-1.0902,-3.53,0,-16.7,118.71875
13.65,21.08,6.44,14.26,-4.17,28.75,-0.9628,-4.244,0,4.26,116.75
15.24,24.74,7.16,14.95,-5.52,23.42,-0.8942,-4.669,0,2.82,112.8125
17.33,28.15,8.47,16.18,-7.55,17.53,-0.9628,-5.243,0,-1.23,108.46875
19.3,28.37,10.95,18.64,-7.01,16.17,-0.898,-5.149,0,3.01,104.6875
18.55,24.55,12.64,18.83,3.01,35.5,-0.571,-5.648,0.01,1.82,101.84375
16.51,20.76,10.34,16.52,5.57,48.32,-0.4,-4.314,0.01,16,99.8125
17.48,24.29,9.84,17.36,-5.88,19.75,-0.6245,-4.992,0,5.8,98.125
18.76,26.27,10.95,19.16,-3.85,21.26,-0.6918,-5.681,0,-12.4,96.75
20.82,29.93,12.15,21.07,-1.31,22.59,-0.7438,-6.074,0,7.27,95.59375
15.49,22.96,8.43,18.73,-2.34,29.27,-0.8507,-5.489,0.14,18.74,94.46875
8.48,12.84,5.48,11.07,3,68.44,-0.775,-3.035,0.48,9.38,93.71875
7.42,11.97,1.37,7.81,-11.54,24.58,-0.9331,-4.642,0,-5.56,94.96875
2.2,5.25,-1.92,1.32,-17.19,22.27,-0.6701,-3.545,0,-10.72,99.3125
9.31,18.89,1.48,9.26,-15.77,15.32,-0.7309,-4.391,0,-21.08,104.5
14.29,23.38,5.18,14.64,-15.25,11.51,-0.8165,-4.657,0,-19.35,107.84375
20.29,29.1,13.23,19.06,-9.15,12.87,-0.7509,-5.802,0,-2.31,107.21875
15.01,21.47,5.91,14.24,-10.16,16.59,-0.4241,-5.081,0,-22.1,103.71875
17.88,24.5,9.49,19.33,-2.65,24.55,-0.7116,-4.838,0,4.67,99.5625
13.72,18.69,9.58,16.01,6.27,60.71,-0.6602,-2.816,0.47,14.92,96.375
10.31,13.74,7,8.01,-3.33,38.17,-1.6368,-3.107,0.17,-15.91,111.9375
9.04,13.41,4.49,8.53,-6.96,31.55,-1.5153,-4.106,0,-36.92,163.625
10.87,17.03,5.21,11.84,-5.38,31.5,-1.7022,-4.012,0,-9.61,214.625
